Line,Sex,Rep,Age,Block,Temperature
21,Female,1,14,1,28C
21,Female,1,.,1,28C
21,Female,1,31,1,28C
21,Male,1,10,1,28C
21,Male,1,14,1,28C
21,Male,1,14,1,28C
21,Female,2,10,1,28C
21,Female,2,24,1,28C
21,Female,2,31,1,28C
21,Male,2,19,1,28C
21,Male,2,24,1,28C
21,Male,2,38,1,28C
21,Female,3,27,1,28C
21,Female,3,31,1,28C
21,Female,3,31,1,28C
21,Male,3,.,1,28C
21,Male,3,21,1,28C
21,Male,3,24,1,28C
21,Female,4,24,1,28C
21,Female,4,31,1,28C
21,Female,4,32,1,28C
21,Male,4,19,1,28C
21,Male,4,24,1,28C
21,Male,4,24,1,28C
21,Female,5,26,1,28C
21,Female,5,31,1,28C
21,Female,5,31,1,28C
21,Male,5,24,1,28C
21,Male,5,24,1,28C
21,Male,5,.,1,28C
21,Female,6,19,1,28C
21,Female,6,32,1,28C
21,Female,6,40,1,28C
21,Male,6,21,1,28C
21,Male,6,21,1,28C
21,Male,6,21,1,28C
21,Female,7,24,1,28C
21,Female,7,31,1,28C
21,Female,7,33,1,28C
21,Male,7,14,1,28C
21,Male,7,.,1,28C
21,Male,7,20,1,28C
21,Female,8,31,1,28C
21,Female,8,32,1,28C
21,Female,8,38,1,28C
21,Male,8,24,1,28C
21,Male,8,25,1,28C
21,Male,8,35,1,28C
21,Female,9,14,1,28C
21,Female,9,31,1,28C
21,Female,9,40,1,28C
21,Male,9,17,1,28C
21,Male,9,21,1,28C
21,Male,9,21,1,28C
21,Female,10,31,1,28C
21,Female,10,33,1,28C
21,Female,10,38,1,28C
21,Male,10,7,1,28C
21,Male,10,18,1,28C
21,Male,10,24,1,28C
21,Female,11,10,1,28C
21,Female,11,21,1,28C
21,Female,11,31,1,28C
21,Male,11,28,1,28C
21,Male,11,28,1,28C
21,Male,11,.,1,28C
21,Female,12,20,1,28C
21,Female,12,24,1,28C
21,Female,12,38,1,28C
21,Male,12,12,1,28C
21,Male,12,19,1,28C
21,Male,12,.,1,28C
21,Female,13,17,1,28C
21,Female,13,14,1,28C
21,Female,13,14,1,28C
21,Male,13,17,1,28C
21,Male,13,14,1,28C
21,Male,13,7,1,28C
21,Female,14,26,1,28C
21,Female,14,14,1,28C
21,Female,14,14,1,28C
21,Male,14,32,1,28C
21,Male,14,17,1,28C
21,Male,14,14,1,28C
21,Female,15,35,1,28C
21,Female,15,32,1,28C
21,Female,15,32,1,28C
21,Male,15,28,1,28C
21,Male,15,28,1,28C
21,Male,15,14,1,28C
21,Female,16,35,1,28C
21,Female,16,32,1,28C
21,Female,16,17,1,28C
21,Male,16,32,1,28C
21,Male,16,14,1,28C
21,Male,16,.,1,28C
21,Female,17,33,1,28C
21,Female,17,24,1,28C
21,Female,17,14,1,28C
21,Male,17,14,1,28C
21,Male,17,14,1,28C
21,Male,17,14,1,28C
21,Female,18,32,1,28C
21,Female,18,32,1,28C
21,Female,18,28,1,28C
21,Male,18,20,1,28C
21,Male,18,14,1,28C
21,Male,18,14,1,28C
21,Female,19,32,1,28C
21,Female,19,.,1,28C
21,Female,19,14,1,28C
21,Male,19,32,1,28C
21,Male,19,24,1,28C
21,Male,19,17,1,28C
21,Female,20,32,1,28C
21,Female,20,32,1,28C
21,Female,20,32,1,28C
21,Male,20,17,1,28C
21,Male,20,17,1,28C
21,Male,20,17,1,28C
21,Female,21,32,1,28C
21,Female,21,17,1,28C
21,Female,21,14,1,28C
21,Male,21,17,1,28C
21,Male,21,17,1,28C
21,Male,21,14,1,28C
21,Female,22,38,1,28C
21,Female,22,19,1,28C
21,Female,22,14,1,28C
21,Male,22,18,1,28C
21,Male,22,14,1,28C
21,Male,22,14,1,28C
21,Female,23,35,1,28C
21,Female,23,24,1,28C
21,Female,23,19,1,28C
21,Male,23,14,1,28C
21,Male,23,14,1,28C
21,Male,23,10,1,28C
21,Female,24,21,1,28C
21,Female,24,14,1,28C
21,Female,24,7,1,28C
21,Male,24,34,1,28C
21,Male,24,14,1,28C
21,Male,24,7,1,28C
26,Female,1,26,1,28C
26,Female,1,.,1,28C
26,Female,1,28,1,28C
26,Male,1,26,1,28C
26,Male,1,28,1,28C
26,Male,1,31,1,28C
26,Female,2,24,1,28C
26,Female,2,25,1,28C
26,Female,2,28,1,28C
26,Male,2,24,1,28C
26,Male,2,26,1,28C
26,Male,2,.,1,28C
26,Female,3,24,1,28C
26,Female,3,24,1,28C
26,Female,3,.,1,28C
26,Male,3,3,1,28C
26,Male,3,.,1,28C
26,Male,3,28,1,28C
26,Female,4,.,1,28C
26,Female,4,26,1,28C
26,Female,4,26,1,28C
26,Male,4,.,1,28C
26,Male,4,24,1,28C
26,Male,4,31,1,28C
26,Female,5,.,1,28C
26,Female,5,21,1,28C
26,Female,5,26,1,28C
26,Male,5,3,1,28C
26,Male,5,24,1,28C
26,Male,5,31,1,28C
26,Female,6,24,1,28C
26,Female,6,26,1,28C
26,Female,6,28,1,28C
26,Male,6,28,1,28C
26,Male,6,31,1,28C
26,Male,6,.,1,28C
26,Female,7,18,1,28C
26,Female,7,19,1,28C
26,Female,7,28,1,28C
26,Male,7,3,1,28C
26,Male,7,28,1,28C
26,Male,7,31,1,28C
26,Female,8,14,1,28C
26,Female,8,21,1,28C
26,Female,8,24,1,28C
26,Male,8,21,1,28C
26,Male,8,28,1,28C
26,Male,8,31,1,28C
26,Female,9,24,1,28C
26,Female,9,24,1,28C
26,Female,9,31,1,28C
26,Male,9,21,1,28C
26,Male,9,24,1,28C
26,Male,9,31,1,28C
26,Female,10,3,1,28C
26,Female,10,17,1,28C
26,Female,10,27,1,28C
26,Male,10,20,1,28C
26,Male,10,24,1,28C
26,Male,10,.,1,28C
26,Female,11,14,1,28C
26,Female,11,24,1,28C
26,Female,11,24,1,28C
26,Male,11,3,1,28C
26,Male,11,14,1,28C
26,Male,11,27,1,28C
26,Female,12,24,1,28C
26,Female,12,26,1,28C
26,Female,12,26,1,28C
26,Male,12,28,1,28C
26,Male,12,28,1,28C
26,Male,12,31,1,28C
26,Female,13,35,1,28C
26,Female,13,32,1,28C
26,Female,13,24,1,28C
26,Male,13,35,1,28C
26,Male,13,32,1,28C
26,Male,13,26,1,28C
26,Female,14,32,1,28C
26,Female,14,26,1,28C
26,Female,14,26,1,28C
26,Male,14,32,1,28C
26,Male,14,24,1,28C
26,Male,14,21,1,28C
26,Female,15,32,1,28C
26,Female,15,32,1,28C
26,Female,15,14,1,28C
26,Male,15,32,1,28C
26,Male,15,17,1,28C
26,Male,15,14,1,28C
26,Female,16,32,1,28C
26,Female,16,24,1,28C
26,Female,16,10,1,28C
26,Male,16,32,1,28C
26,Male,16,32,1,28C
26,Male,16,24,1,28C
26,Female,17,26,1,28C
26,Female,17,26,1,28C
26,Female,17,17,1,28C
26,Male,17,21,1,28C
26,Male,17,21,1,28C
26,Male,17,17,1,28C
26,Female,18,32,1,28C
26,Female,18,32,1,28C
26,Female,18,24,1,28C
26,Male,18,32,1,28C
26,Male,18,26,1,28C
26,Male,18,19,1,28C
26,Female,19,32,1,28C
26,Female,19,28,1,28C
26,Female,19,26,1,28C
26,Male,19,32,1,28C
26,Male,19,26,1,28C
26,Male,19,14,1,28C
26,Female,20,26,1,28C
26,Female,20,.,1,28C
26,Female,20,19,1,28C
26,Male,20,32,1,28C
26,Male,20,28,1,28C
26,Male,20,21,1,28C
26,Female,21,32,1,28C
26,Female,21,32,1,28C
26,Female,21,21,1,28C
26,Male,21,32,1,28C
26,Male,21,24,1,28C
26,Male,21,.,1,28C
26,Female,22,24,1,28C
26,Female,22,21,1,28C
26,Female,22,10,1,28C
26,Male,22,32,1,28C
26,Male,22,32,1,28C
26,Male,22,21,1,28C
26,Female,23,26,1,28C
26,Female,23,19,1,28C
26,Female,23,14,1,28C
26,Male,23,32,1,28C
26,Male,23,.,1,28C
26,Male,23,14,1,28C
26,Female,24,32,1,28C
26,Female,24,26,1,28C
26,Female,24,26,1,28C
26,Male,24,28,1,28C
26,Male,24,24,1,28C
26,Male,24,14,1,28C
28,Female,1,.,1,28C
28,Female,1,38,1,28C
28,Female,1,40,1,28C
28,Male,1,.,1,28C
28,Male,1,33,1,28C
28,Male,1,38,1,28C
28,Female,2,.,1,28C
28,Female,2,31,1,28C
28,Female,2,42,1,28C
28,Male,2,11,1,28C
28,Male,2,31,1,28C
28,Male,2,.,1,28C
28,Female,3,31,1,28C
28,Female,3,38,1,28C
28,Female,3,40,1,28C
28,Male,3,38,1,28C
28,Male,3,38,1,28C
28,Male,3,.,1,28C
28,Female,4,17,1,28C
28,Female,4,33,1,28C
28,Female,4,38,1,28C
28,Male,4,24,1,28C
28,Male,4,.,1,28C
28,Male,4,38,1,28C
28,Female,5,10,1,28C
28,Female,5,10,1,28C
28,Female,5,24,1,28C
28,Male,5,24,1,28C
28,Male,5,26,1,28C
28,Male,5,31,1,28C
28,Female,6,45,1,28C
28,Female,6,45,1,28C
28,Female,6,45,1,28C
28,Male,6,31,1,28C
28,Male,6,42,1,28C
28,Male,6,45,1,28C
28,Female,7,33,1,28C
28,Female,7,40,1,28C
28,Female,7,40,1,28C
28,Male,7,7,1,28C
28,Male,7,34,1,28C
28,Male,7,.,1,28C
28,Female,8,21,1,28C
28,Female,8,35,1,28C
28,Female,8,40,1,28C
28,Male,8,26,1,28C
28,Male,8,26,1,28C
28,Male,8,.,1,28C
28,Female,9,26,1,28C
28,Female,9,.,1,28C
28,Female,9,38,1,28C
28,Male,9,31,1,28C
28,Male,9,31,1,28C
28,Male,9,38,1,28C
28,Female,10,14,1,28C
28,Female,10,.,1,28C
28,Female,10,40,1,28C
28,Male,10,38,1,28C
28,Male,10,45,1,28C
28,Male,10,45,1,28C
28,Female,11,31,1,28C
28,Female,11,35,1,28C
28,Female,11,45,1,28C
28,Male,11,31,1,28C
28,Male,11,38,1,28C
28,Male,11,42,1,28C
28,Female,12,19,1,28C
28,Female,12,34,1,28C
28,Female,12,.,1,28C
28,Male,12,33,1,28C
28,Male,12,38,1,28C
28,Male,12,47,1,28C
28,Female,13,35,1,28C
28,Female,13,33,1,28C
28,Female,13,26,1,28C
28,Male,13,32,1,28C
28,Male,13,21,1,28C
28,Male,13,19,1,28C
28,Female,14,32,1,28C
28,Female,14,32,1,28C
28,Female,14,32,1,28C
28,Male,14,32,1,28C
28,Male,14,26,1,28C
28,Male,14,21,1,28C
28,Female,15,42,1,28C
28,Female,15,40,1,28C
28,Female,15,17,1,28C
28,Male,15,46,1,28C
28,Male,15,42,1,28C
28,Male,15,32,1,28C
28,Female,16,32,1,28C
28,Female,16,24,1,28C
28,Female,16,17,1,28C
28,Male,16,32,1,28C
28,Male,16,32,1,28C
28,Male,16,32,1,28C
28,Female,17,.,1,28C
28,Female,17,.,1,28C
28,Female,17,.,1,28C
28,Male,17,.,1,28C
28,Male,17,.,1,28C
28,Male,17,.,1,28C
28,Female,18,32,1,28C
28,Female,18,26,1,28C
28,Female,18,21,1,28C
28,Male,18,32,1,28C
28,Male,18,.,1,28C
28,Male,18,24,1,28C
28,Female,19,41,1,28C
28,Female,19,38,1,28C
28,Female,19,38,1,28C
28,Male,19,35,1,28C
28,Male,19,32,1,28C
28,Male,19,32,1,28C
28,Female,20,38,1,28C
28,Female,20,38,1,28C
28,Female,20,32,1,28C
28,Male,20,38,1,28C
28,Male,20,.,1,28C
28,Male,20,28,1,28C
28,Female,21,32,1,28C
28,Female,21,32,1,28C
28,Female,21,28,1,28C
28,Male,21,32,1,28C
28,Male,21,32,1,28C
28,Male,21,32,1,28C
28,Female,22,41,1,28C
28,Female,22,32,1,28C
28,Female,22,32,1,28C
28,Male,22,32,1,28C
28,Male,22,32,1,28C
28,Male,22,26,1,28C
28,Female,23,32,1,28C
28,Female,23,32,1,28C
28,Female,23,.,1,28C
28,Male,23,32,1,28C
28,Male,23,24,1,28C
28,Male,23,14,1,28C
28,Female,24,38,1,28C
28,Female,24,32,1,28C
28,Female,24,7,1,28C
28,Male,24,41,1,28C
28,Male,24,38,1,28C
28,Male,24,24,1,28C
38,Male,1,33,3,28C
38,Male,1,28,3,28C
38,Male,1,19,3,28C
38,Female,1,14,3,28C
38,Female,1,12,3,28C
38,Female,1,3,3,28C
38,Male,2,14,3,28C
38,Male,2,7,3,28C
38,Male,2,7,3,28C
38,Female,2,9,3,28C
38,Female,2,7,3,28C
38,Female,2,1,3,28C
38,Male,3,14,3,28C
38,Male,3,9,3,28C
38,Male,3,7,3,28C
38,Female,3,9,3,28C
38,Female,3,7,3,28C
38,Female,3,7,3,28C
38,Male,4,19,3,28C
38,Male,4,10,3,28C
38,Male,4,7,3,28C
38,Female,4,14,3,28C
38,Female,4,14,3,28C
38,Female,4,7,3,28C
38,Male,5,17,3,28C
38,Male,5,17,3,28C
38,Male,5,12,3,28C
38,Female,5,14,3,28C
38,Female,5,12,3,28C
38,Female,5,10,3,28C
38,Male,6,7,3,28C
38,Male,6,4,3,28C
38,Male,6,1,3,28C
38,Female,6,7,3,28C
38,Female,6,4,3,28C
38,Female,6,4,3,28C
38,Male,7,14,3,28C
38,Male,7,7,3,28C
38,Male,7,7,3,28C
38,Female,7,14,3,28C
38,Female,7,11,3,28C
38,Female,7,10,3,28C
38,Male,8,21,3,28C
38,Male,8,11,3,28C
38,Male,8,.,3,28C
38,Female,8,11,3,28C
38,Female,8,9,3,28C
38,Female,8,7,3,28C
38,Male,9,24,3,28C
38,Male,9,10,3,28C
38,Male,9,3,3,28C
38,Female,9,12,3,28C
38,Female,9,10,3,28C
38,Female,9,10,3,28C
38,Male,10,10,3,28C
38,Male,10,10,3,28C
38,Male,10,3,3,28C
38,Female,10,10,3,28C
38,Female,10,6,3,28C
38,Female,10,5,3,28C
38,Male,11,26,3,28C
38,Male,11,24,3,28C
38,Male,11,17,3,28C
38,Female,11,10,3,28C
38,Female,11,10,3,28C
38,Female,11,7,3,28C
38,Male,12,35,3,28C
38,Male,12,.,3,28C
38,Male,12,10,3,28C
38,Female,12,10,3,28C
38,Female,12,10,3,28C
38,Female,12,10,3,28C
38,Male,13,14,3,28C
38,Male,13,9,3,28C
38,Male,13,7,3,28C
38,Female,13,14,3,28C
38,Female,13,7,3,28C
38,Female,13,4,3,28C
38,Male,14,21,3,28C
38,Male,14,21,3,28C
38,Male,14,7,3,28C
38,Female,14,7,3,28C
38,Female,14,7,3,28C
38,Female,14,4,3,28C
38,Male,15,21,3,28C
38,Male,15,7,3,28C
38,Male,15,1,3,28C
38,Female,15,21,3,28C
38,Female,15,11,3,28C
38,Female,15,10,3,28C
38,Male,16,17,3,28C
38,Male,16,10,3,28C
38,Male,16,3,3,28C
38,Female,16,17,3,28C
38,Female,16,7,3,28C
38,Female,16,3,3,28C
38,Male,17,38,3,28C
38,Male,17,13,3,28C
38,Male,17,10,3,28C
38,Female,17,10,3,28C
38,Female,17,4,3,28C
38,Female,17,3,3,28C
38,Male,18,21,3,28C
38,Male,18,14,3,28C
38,Male,18,1,3,28C
38,Female,18,10,3,28C
38,Female,18,7,3,28C
38,Female,18,4,3,28C
38,Male,19,38,3,28C
38,Male,19,10,3,28C
38,Male,19,10,3,28C
38,Female,19,11,3,28C
38,Female,19,10,3,28C
38,Female,19,7,3,28C
38,Male,20,17,3,28C
38,Male,20,10,3,28C
38,Male,20,3,3,28C
38,Female,20,14,3,28C
38,Female,20,14,3,28C
38,Female,20,7,3,28C
38,Male,21,35,3,28C
38,Male,21,31,3,28C
38,Male,21,14,3,28C
38,Female,21,11,3,28C
38,Female,21,3,3,28C
38,Female,21,3,3,28C
38,Male,22,35,3,28C
38,Male,22,28,3,28C
38,Male,22,17,3,28C
38,Female,22,11,3,28C
38,Female,22,5,3,28C
38,Female,22,5,3,28C
38,Male,23,7,3,28C
38,Male,23,7,3,28C
38,Male,23,7,3,28C
38,Female,23,7,3,28C
38,Female,23,2,3,28C
38,Female,23,1,3,28C
38,Male,24,14,3,28C
38,Male,24,14,3,28C
38,Male,24,11,3,28C
38,Female,24,14,3,28C
38,Female,24,9,3,28C
38,Female,24,1,3,28C
40,Male,1,45,3,28C
40,Male,1,31,3,28C
40,Male,1,14,3,28C
40,Female,1,31,3,28C
40,Female,1,24,3,28C
40,Female,1,18,3,28C
40,Male,2,38,3,28C
40,Male,2,.,3,28C
40,Male,2,25,3,28C
40,Female,2,31,3,28C
40,Female,2,31,3,28C
40,Female,2,24,3,28C
40,Male,3,20,3,28C
40,Male,3,19,3,28C
40,Male,3,17,3,28C
40,Female,3,10,3,28C
40,Female,3,3,3,28C
40,Female,3,3,3,28C
40,Male,4,21,3,28C
40,Male,4,8,3,28C
40,Male,4,.,3,28C
40,Female,4,21,3,28C
40,Female,4,14,3,28C
40,Female,4,.,3,28C
40,Male,5,24,3,28C
40,Male,5,20,3,28C
40,Male,5,6,3,28C
40,Female,5,21,3,28C
40,Female,5,20,3,28C
40,Female,5,3,3,28C
40,Male,6,17,3,28C
40,Male,6,17,3,28C
40,Male,6,17,3,28C
40,Female,6,7,3,28C
40,Female,6,4,3,28C
40,Female,6,3,3,28C
40,Male,7,31,3,28C
40,Male,7,.,3,28C
40,Male,7,31,3,28C
40,Female,7,24,3,28C
40,Female,7,20,3,28C
40,Female,7,13,3,28C
40,Male,8,31,3,28C
40,Male,8,17,3,28C
40,Male,8,10,3,28C
40,Female,8,17,3,28C
40,Female,8,17,3,28C
40,Female,8,14,3,28C
40,Male,9,19,3,28C
40,Male,9,17,3,28C
40,Male,9,10,3,28C
40,Female,9,26,3,28C
40,Female,9,24,3,28C
40,Female,9,3,3,28C
40,Male,10,20,3,28C
40,Male,10,17,3,28C
40,Male,10,7,3,28C
40,Female,10,10,3,28C
40,Female,10,3,3,28C
40,Female,10,3,3,28C
40,Male,11,24,3,28C
40,Male,11,18,3,28C
40,Male,11,17,3,28C
40,Female,11,21,3,28C
40,Female,11,19,3,28C
40,Female,11,10,3,28C
40,Male,12,17,3,28C
40,Male,12,10,3,28C
40,Male,12,3,3,28C
40,Female,12,18,3,28C
40,Female,12,14,3,28C
40,Female,12,3,3,28C
40,Male,13,28,3,28C
40,Male,13,28,3,28C
40,Male,13,13,3,28C
40,Female,13,42,3,28C
40,Female,13,35,3,28C
40,Female,13,31,3,28C
40,Male,14,24,3,28C
40,Male,14,24,3,28C
40,Male,14,21,3,28C
40,Female,14,10,3,28C
40,Female,14,3,3,28C
40,Female,14,3,3,28C
40,Male,15,26,3,28C
40,Male,15,24,3,28C
40,Male,15,24,3,28C
40,Female,15,24,3,28C
40,Female,15,10,3,28C
40,Female,15,3,3,28C
40,Male,16,28,3,28C
40,Male,16,21,3,28C
40,Male,16,21,3,28C
40,Female,16,25,3,28C
40,Female,16,23,3,28C
40,Female,16,10,3,28C
40,Male,17,35,3,28C
40,Male,17,31,3,28C
40,Male,17,26,3,28C
40,Female,17,24,3,28C
40,Female,17,17,3,28C
40,Female,17,10,3,28C
40,Male,18,38,3,28C
40,Male,18,33,3,28C
40,Male,18,20,3,28C
40,Female,18,33,3,28C
40,Female,18,33,3,28C
40,Female,18,3,3,28C
40,Male,19,24,3,28C
40,Male,19,17,3,28C
40,Male,19,14,3,28C
40,Female,19,18,3,28C
40,Female,19,17,3,28C
40,Female,19,17,3,28C
40,Male,20,24,3,28C
40,Male,20,14,3,28C
40,Male,20,3,3,28C
40,Female,20,17,3,28C
40,Female,20,17,3,28C
40,Female,20,17,3,28C
40,Male,21,26,3,28C
40,Male,21,17,3,28C
40,Male,21,17,3,28C
40,Female,21,20,3,28C
40,Female,21,20,3,28C
40,Female,21,17,3,28C
40,Male,22,38,3,28C
40,Male,22,24,3,28C
40,Male,22,10,3,28C
40,Female,22,31,3,28C
40,Female,22,17,3,28C
40,Female,22,14,3,28C
40,Male,23,40,3,28C
40,Male,23,28,3,28C
40,Male,23,24,3,28C
40,Female,23,24,3,28C
40,Female,23,24,3,28C
40,Female,23,17,3,28C
40,Male,24,41,3,28C
40,Male,24,31,3,28C
40,Male,24,24,3,28C
40,Female,24,32,3,28C
40,Female,24,31,3,28C
40,Female,24,24,3,28C
41,Female,1,4,1,28C
41,Female,1,42,1,28C
41,Female,1,42,1,28C
41,Male,1,28,1,28C
41,Male,1,35,1,28C
41,Male,1,35,1,28C
41,Female,2,.,1,28C
41,Female,2,35,1,28C
41,Female,2,42,1,28C
41,Male,2,35,1,28C
41,Male,2,35,1,28C
41,Male,2,37,1,28C
41,Female,3,28,1,28C
41,Female,3,35,1,28C
41,Female,3,35,1,28C
41,Male,3,42,1,28C
41,Male,3,42,1,28C
41,Male,3,49,1,28C
41,Female,4,35,1,28C
41,Female,4,37,1,28C
41,Female,4,42,1,28C
41,Male,4,4,1,28C
41,Male,4,35,1,28C
41,Male,4,42,1,28C
41,Female,5,16,1,28C
41,Female,5,36,1,28C
41,Female,5,.,1,28C
41,Male,5,28,1,28C
41,Male,5,.,1,28C
41,Male,5,37,1,28C
41,Female,6,17,1,28C
41,Female,6,31,1,28C
41,Female,6,35,1,28C
41,Male,6,29,1,28C
41,Male,6,35,1,28C
41,Male,6,35,1,28C
41,Female,7,.,1,28C
41,Female,7,21,1,28C
41,Female,7,35,1,28C
41,Male,7,21,1,28C
41,Male,7,24,1,28C
41,Male,7,28,1,28C
41,Female,8,18,1,28C
41,Female,8,39,1,28C
41,Female,8,39,1,28C
41,Male,8,35,1,28C
41,Male,8,35,1,28C
41,Male,8,46,1,28C
41,Female,9,35,1,28C
41,Female,9,.,1,28C
41,Female,9,42,1,28C
41,Male,9,28,1,28C
41,Male,9,36,1,28C
41,Male,9,37,1,28C
41,Female,10,21,1,28C
41,Female,10,28,1,28C
41,Female,10,35,1,28C
41,Male,10,35,1,28C
41,Male,10,37,1,28C
41,Male,10,42,1,28C
41,Female,11,24,1,28C
41,Female,11,.,1,28C
41,Female,11,42,1,28C
41,Male,11,.,1,28C
41,Male,11,35,1,28C
41,Male,11,35,1,28C
41,Female,12,.,1,28C
41,Female,12,36,1,28C
41,Female,12,42,1,28C
41,Male,12,15,1,28C
41,Male,12,.,1,28C
41,Male,12,49,1,28C
41,Female,13,30,1,28C
41,Female,13,15,1,28C
41,Female,13,11,1,28C
41,Male,13,46,1,28C
41,Male,13,28,1,28C
41,Male,13,4,1,28C
41,Female,14,35,1,28C
41,Female,14,35,1,28C
41,Female,14,11,1,28C
41,Male,14,45,1,28C
41,Male,14,43,1,28C
41,Male,14,39,1,28C
41,Female,15,37,1,28C
41,Female,15,35,1,28C
41,Female,15,31,1,28C
41,Male,15,31,1,28C
41,Male,15,28,1,28C
41,Male,15,10,1,28C
41,Female,16,10,1,28C
41,Female,16,9,1,28C
41,Female,16,8,1,28C
41,Male,16,32,1,28C
41,Male,16,32,1,28C
41,Male,16,28,1,28C
41,Female,17,39,1,28C
41,Female,17,37,1,28C
41,Female,17,35,1,28C
41,Male,17,35,1,28C
41,Male,17,31,1,28C
41,Male,17,30,1,28C
41,Female,18,38,1,28C
41,Female,18,28,1,28C
41,Female,18,28,1,28C
41,Male,18,44,1,28C
41,Male,18,36,1,28C
41,Male,18,28,1,28C
41,Female,19,39,1,28C
41,Female,19,38,1,28C
41,Female,19,37,1,28C
41,Male,19,37,1,28C
41,Male,19,28,1,28C
41,Male,19,10,1,28C
41,Female,20,35,1,28C
41,Female,20,32,1,28C
41,Female,20,15,1,28C
41,Male,20,42,1,28C
41,Male,20,.,1,28C
41,Male,20,32,1,28C
41,Female,21,31,1,28C
41,Female,21,28,1,28C
41,Female,21,28,1,28C
41,Male,21,31,1,28C
41,Male,21,31,1,28C
41,Male,21,28,1,28C
41,Female,22,.,1,28C
41,Female,22,.,1,28C
41,Female,22,.,1,28C
41,Male,22,.,1,28C
41,Male,22,.,1,28C
41,Male,22,.,1,28C
41,Female,23,35,1,28C
41,Female,23,25,1,28C
41,Female,23,.,1,28C
41,Male,23,32,1,28C
41,Male,23,32,1,28C
41,Male,23,15,1,28C
41,Female,24,32,1,28C
41,Female,24,32,1,28C
41,Female,24,28,1,28C
41,Male,24,32,1,28C
41,Male,24,28,1,28C
41,Male,24,28,1,28C
42,Male,1,28,3,28C
42,Male,1,17,3,28C
42,Male,1,17,3,28C
42,Female,1,31,3,28C
42,Female,1,31,3,28C
42,Female,1,10,3,28C
42,Male,2,.,3,28C
42,Male,2,24,3,28C
42,Male,2,7,3,28C
42,Female,2,19,3,28C
42,Female,2,17,3,28C
42,Female,2,6,3,28C
42,Male,3,21,3,28C
42,Male,3,19,3,28C
42,Male,3,14,3,28C
42,Female,3,24,3,28C
42,Female,3,21,3,28C
42,Female,3,19,3,28C
42,Male,4,28,3,28C
42,Male,4,28,3,28C
42,Male,4,28,3,28C
42,Female,4,28,3,28C
42,Female,4,24,3,28C
42,Female,4,10,3,28C
42,Male,5,31,3,28C
42,Male,5,28,3,28C
42,Male,5,28,3,28C
42,Female,5,28,3,28C
42,Female,5,28,3,28C
42,Female,5,27,3,28C
42,Male,6,28,3,28C
42,Male,6,17,3,28C
42,Male,6,17,3,28C
42,Female,6,24,3,28C
42,Female,6,17,3,28C
42,Female,6,14,3,28C
42,Male,7,31,3,28C
42,Male,7,31,3,28C
42,Male,7,21,3,28C
42,Female,7,24,3,28C
42,Female,7,21,3,28C
42,Female,7,14,3,28C
42,Male,8,21,3,28C
42,Male,8,21,3,28C
42,Male,8,21,3,28C
42,Female,8,21,3,28C
42,Female,8,21,3,28C
42,Female,8,19,3,28C
42,Male,9,38,3,28C
42,Male,9,31,3,28C
42,Male,9,26,3,28C
42,Female,9,21,3,28C
42,Female,9,17,3,28C
42,Female,9,17,3,28C
42,Male,10,31,3,28C
42,Male,10,24,3,28C
42,Male,10,24,3,28C
42,Female,10,24,3,28C
42,Female,10,24,3,28C
42,Female,10,24,3,28C
42,Male,11,35,3,28C
42,Male,11,31,3,28C
42,Male,11,28,3,28C
42,Female,11,31,3,28C
42,Female,11,28,3,28C
42,Female,11,28,3,28C
42,Male,12,24,3,28C
42,Male,12,21,3,28C
42,Male,12,19,3,28C
42,Female,12,24,3,28C
42,Female,12,21,3,28C
42,Female,12,17,3,28C
42,Male,13,33,3,28C
42,Male,13,28,3,28C
42,Male,13,27,3,28C
42,Female,13,28,3,28C
42,Female,13,17,3,28C
42,Female,13,10,3,28C
42,Male,14,31,3,28C
42,Male,14,21,3,28C
42,Male,14,.,3,28C
42,Female,14,35,3,28C
42,Female,14,31,3,28C
42,Female,14,24,3,28C
42,Male,15,31,3,28C
42,Male,15,26,3,28C
42,Male,15,19,3,28C
42,Female,15,24,3,28C
42,Female,15,24,3,28C
42,Female,15,17,3,28C
42,Male,16,31,3,28C
42,Male,16,27,3,28C
42,Male,16,24,3,28C
42,Female,16,31,3,28C
42,Female,16,31,3,28C
42,Female,16,24,3,28C
42,Male,17,38,3,28C
42,Male,17,31,3,28C
42,Male,17,3,3,28C
42,Female,17,31,3,28C
42,Female,17,17,3,28C
42,Female,17,17,3,28C
42,Male,18,28,3,28C
42,Male,18,28,3,28C
42,Male,18,17,3,28C
42,Female,18,25,3,28C
42,Female,18,24,3,28C
42,Female,18,17,3,28C
42,Male,19,17,3,28C
42,Male,19,10,3,28C
42,Male,19,7,3,28C
42,Female,19,24,3,28C
42,Female,19,24,3,28C
42,Female,19,19,3,28C
42,Male,20,38,3,28C
42,Male,20,24,3,28C
42,Male,20,21,3,28C
42,Female,20,.,3,28C
42,Female,20,24,3,28C
42,Female,20,3,3,28C
42,Male,21,24,3,28C
42,Male,21,24,3,28C
42,Male,21,19,3,28C
42,Female,21,24,3,28C
42,Female,21,24,3,28C
42,Female,21,24,3,28C
42,Male,22,31,3,28C
42,Male,22,24,3,28C
42,Male,22,21,3,28C
42,Female,22,24,3,28C
42,Female,22,24,3,28C
42,Female,22,13,3,28C
42,Male,23,31,3,28C
42,Male,23,24,3,28C
