Treatment,Gene,Rep,Sex,Age
25C/Std,CG5790,4,Male,3
25C/Std,CG5790,5,Male,70
25C/Std,CG5790,6,Male,2
25C/Std,CG5790,7,Male,2
25C/Std,CG5790,8,Male,70
25C/Std,CG5790,9,Male,46
25C/Std,CG5790,10,Male,46
25C/Std,CG5790,11,Male,70
25C/Std,CG5790,12,Male,60
25C/Std,CG5790,13,Male,46
25C/Std,CG5790,14,Male,28
25C/Std,CG5790,15,Male,63
25C/Std,CG5790,1,Male,67
25C/Std,CG5790,2,Male,63
25C/Std,CG5790,3,Male,70
25C/Std,CG5790,4,Male,79
25C/Std,CG5790,5,Male,88
25C/Std,CG5790,6,Male,21
25C/Std,CG5790,7,Male,49
25C/Std,CG5790,8,Male,84
25C/Std,CG5790,9,Male,84
25C/Std,CG5790,10,Male,64
25C/Std,CG5790,11,Male,77
25C/Std,CG5790,14,Male,86
25C/Std,CG5790,15,Male,77
25C/Std,CG5790,1,Male,66
25C/Std,CG5790,3,Male,49
25C/Std,CG5790,4,Male,42
25C/Std,CG5790,5,Male,73
25C/Std,CG5790,6,Male,3
25C/Std,CG5790,8,Male,70
25C/Std,CG5790,9,Male,72
25C/Std,CG5790,10,Male,59
25C/Std,CG5790,11,Male,72
25C/Std,CG5790,12,Male,84
25C/Std,CG5790,13,Male,70
25C/Std,CG5790,14,Male,77
25C/Std,CG5790,15,Male,77
25C/Std,CG5790,33,Male,84
25C/Std,CG5790,34,Male,63
25C/Std,CG5790,36,Male,63
25C/Std,CG5790,37,Male,77
25C/Std,CG5790,39,Male,80
25C/Std,CG5790,40,Male,81
25C/Std,CG5790,41,Male,84
25C/Std,CG5790,42,Male,63
25C/Std,CG5790,43,Male,56
25C/Std,CG5790,45,Male,80
25C/Std,CG5790,47,Male,60
25C/Std,CG5790,48,Male,65
25C/Std,CG5790,33,Male,70
25C/Std,CG5790,34,Male,7
25C/Std,CG5790,35,Male,9
25C/Std,CG5790,36,Male,28
25C/Std,CG5790,37,Male,49
25C/Std,CG5790,40,Male,56
25C/Std,CG5790,41,Male,56
25C/Std,CG5790,42,Male,42
25C/Std,CG5790,43,Male,35
25C/Std,CG5790,45,Male,70
25C/Std,CG5790,47,Male,38
25C/Std,CG5790,48,Male,63
25C/Std,CG5790,33,Male,70
25C/Std,CG5790,35,Male,63
25C/Std,CG5790,36,Male,44
25C/Std,CG5790,37,Male,63
25C/Std,CG5790,39,Male,70
25C/Std,CG5790,40,Male,70
25C/Std,CG5790,41,Male,56
25C/Std,CG5790,42,Male,51
25C/Std,CG5790,43,Male,35
25C/Std,CG5790,45,Male,74
25C/Std,CG5790,47,Male,57
25C/Std,CG5790,17,Male,63
25C/Std,CG5790,18,Male,87
25C/Std,CG5790,19,Male,77
25C/Std,CG5790,20,Male,45
25C/Std,CG5790,21,Male,42
25C/Std,CG5790,22,Male,71
25C/Std,CG5790,23,Male,84
25C/Std,CG5790,25,Male,44
25C/Std,CG5790,27,Male,42
25C/Std,CG5790,28,Male,84
25C/Std,CG5790,29,Male,84
25C/Std,CG5790,30,Male,77
25C/Std,CG5790,31,Male,81
25C/Std,CG5790,32,Male,77
25C/Std,CG5790,17,Male,1
25C/Std,CG5790,18,Male,52
25C/Std,CG5790,19,Male,31
25C/Std,CG5790,21,Male,7
25C/Std,CG5790,22,Male,7
25C/Std,CG5790,23,Male,4
25C/Std,CG5790,25,Male,7
25C/Std,CG5790,26,Male,14
25C/Std,CG5790,27,Male,7
25C/Std,CG5790,28,Male,37
25C/Std,CG5790,30,Male,72
25C/Std,CG5790,31,Male,31
25C/Std,CG5790,17,Male,50
25C/Std,CG5790,18,Male,81
25C/Std,CG5790,19,Male,72
25C/Std,CG5790,20,Male,44
25C/Std,CG5790,21,Male,42
25C/Std,CG5790,22,Male,53
25C/Std,CG5790,23,Male,51
25C/Std,CG5790,25,Male,43
25C/Std,CG5790,26,Male,71
25C/Std,CG5790,27,Male,28
25C/Std,CG5790,28,Male,57
25C/Std,CG5790,29,Male,56
25C/Std,CG5790,30,Male,77
25C/Std,CG5790,31,Male,73
25C/Std,CG5790,32,Male,32
25C/Std,GD control,1,Female,32
25C/Std,GD control,2,Female,46
25C/Std,GD control,3,Female,49
25C/Std,GD control,4,Female,3
25C/Std,GD control,5,Female,21
25C/Std,GD control,6,Female,42
25C/Std,GD control,7,Female,66
25C/Std,GD control,8,Female,42
25C/Std,GD control,9,Female,36
25C/Std,GD control,10,Female,35
25C/Std,GD control,11,Female,2
25C/Std,GD control,12,Female,53
25C/Std,GD control,13,Female,8
25C/Std,GD control,14,Female,18
25C/Std,GD control,15,Female,29
25C/Std,GD control,16,Female,32
25C/Std,GD control,1,Female,63
25C/Std,GD control,2,Female,63
25C/Std,GD control,3,Female,74
25C/Std,GD control,4,Female,79
25C/Std,GD control,6,Female,60
25C/Std,GD control,7,Female,77
25C/Std,GD control,8,Female,70
25C/Std,GD control,9,Female,70
25C/Std,GD control,11,Female,46
25C/Std,GD control,12,Female,70
25C/Std,GD control,13,Female,25
25C/Std,GD control,14,Female,42
25C/Std,GD control,15,Female,77
25C/Std,GD control,16,Female,63
25C/Std,GD control,1,Female,35
25C/Std,GD control,2,Female,60
25C/Std,GD control,3,Female,73
25C/Std,GD control,4,Female,59
25C/Std,GD control,5,Female,46
25C/Std,GD control,6,Female,58
25C/Std,GD control,7,Female,67
25C/Std,GD control,8,Female,67
25C/Std,GD control,9,Female,60
25C/Std,GD control,10,Female,46
25C/Std,GD control,11,Female,14
25C/Std,GD control,12,Female,63
25C/Std,GD control,13,Female,15
25C/Std,GD control,14,Female,39
25C/Std,GD control,15,Female,49
25C/Std,GD control,16,Female,53
25C/Std,GD control,33,Female,79
25C/Std,GD control,34,Female,77
25C/Std,GD control,35,Female,108
25C/Std,GD control,36,Female,38
25C/Std,GD control,37,Female,65
25C/Std,GD control,38,Female,58
25C/Std,GD control,40,Female,78
25C/Std,GD control,41,Female,70
25C/Std,GD control,42,Female,49
25C/Std,GD control,44,Female,49
25C/Std,GD control,45,Female,67
25C/Std,GD control,46,Female,70
25C/Std,GD control,47,Female,56
25C/Std,GD control,48,Female,72
25C/Std,GD control,33,Female,24
25C/Std,GD control,34,Female,29
25C/Std,GD control,35,Female,14
25C/Std,GD control,36,Female,29
25C/Std,GD control,37,Female,21
25C/Std,GD control,38,Female,23
25C/Std,GD control,39,Female,14
25C/Std,GD control,40,Female,2
25C/Std,GD control,41,Female,56
25C/Std,GD control,43,Female,35
25C/Std,GD control,44,Female,14
25C/Std,GD control,45,Female,44
25C/Std,GD control,46,Female,63
25C/Std,GD control,47,Female,1
25C/Std,GD control,48,Female,18
25C/Std,GD control,33,Female,63
25C/Std,GD control,34,Female,70
25C/Std,GD control,35,Female,53
25C/Std,GD control,37,Female,50
25C/Std,GD control,38,Female,56
25C/Std,GD control,39,Female,32
25C/Std,GD control,40,Female,59
25C/Std,GD control,41,Female,56
25C/Std,GD control,42,Female,32
25C/Std,GD control,43,Female,73
25C/Std,GD control,44,Female,39
25C/Std,GD control,45,Female,49
25C/Std,GD control,47,Female,37
25C/Std,GD control,48,Female,72
25C/Std,GD control,17,Female,65
25C/Std,GD control,18,Female,70
25C/Std,GD control,19,Female,84
25C/Std,GD control,20,Female,49
25C/Std,GD control,21,Female,72
25C/Std,GD control,22,Female,49
25C/Std,GD control,23,Female,52
25C/Std,GD control,24,Female,63
25C/Std,GD control,25,Female,56
25C/Std,GD control,26,Female,35
25C/Std,GD control,27,Female,46
25C/Std,GD control,28,Female,60
25C/Std,GD control,29,Female,56
25C/Std,GD control,31,Female,63
25C/Std,GD control,17,Female,2
25C/Std,GD control,18,Female,42
25C/Std,GD control,19,Female,72
25C/Std,GD control,20,Female,14
25C/Std,GD control,21,Female,50
25C/Std,GD control,22,Female,14
25C/Std,GD control,23,Female,7
25C/Std,GD control,24,Female,24
25C/Std,GD control,25,Female,42
25C/Std,GD control,26,Female,7
25C/Std,GD control,27,Female,37
25C/Std,GD control,28,Female,51
25C/Std,GD control,29,Female,11
25C/Std,GD control,31,Female,24
25C/Std,GD control,32,Female,25
25C/Std,GD control,17,Female,58
25C/Std,GD control,18,Female,46
25C/Std,GD control,19,Female,77
25C/Std,GD control,20,Female,30
25C/Std,GD control,21,Female,66
25C/Std,GD control,22,Female,32
25C/Std,GD control,23,Female,37
25C/Std,GD control,24,Female,59
25C/Std,GD control,25,Female,51
25C/Std,GD control,26,Female,9
25C/Std,GD control,31,Female,60
25C/Std,GD control,32,Female,51
25C/Std,GD control,1,Male,51
25C/Std,GD control,2,Male,1
25C/Std,GD control,3,Male,1
25C/Std,GD control,4,Male,1
25C/Std,GD control,5,Male,63
25C/Std,GD control,6,Male,26
25C/Std,GD control,7,Male,35
25C/Std,GD control,8,Male,28
25C/Std,GD control,11,Male,10
25C/Std,GD control,12,Male,3
25C/Std,GD control,13,Male,3
25C/Std,GD control,14,Male,63
25C/Std,GD control,15,Male,46
25C/Std,GD control,16,Male,2
25C/Std,GD control,1,Male,77
25C/Std,GD control,2,Male,56
25C/Std,GD control,3,Male,63
25C/Std,GD control,4,Male,78
25C/Std,GD control,6,Male,56
25C/Std,GD control,7,Male,42
25C/Std,GD control,8,Male,58
25C/Std,GD control,9,Male,77
25C/Std,GD control,10,Male,63
25C/Std,GD control,11,Male,65
25C/Std,GD control,12,Male,63
25C/Std,GD control,13,Male,84
25C/Std,GD control,14,Male,84
25C/Std,GD control,15,Male,70
25C/Std,GD control,16,Male,56
25C/Std,GD control,2,Male,15
25C/Std,GD control,3,Male,60
25C/Std,GD control,4,Male,2
25C/Std,GD control,5,Male,63
25C/Std,GD control,6,Male,53
25C/Std,GD control,7,Male,42
25C/Std,GD control,8,Male,50
25C/Std,GD control,9,Male,70
25C/Std,GD control,10,Male,53
25C/Std,GD control,11,Male,63
25C/Std,GD control,12,Male,56
25C/Std,GD control,13,Male,81
25C/Std,GD control,14,Male,70
25C/Std,GD control,15,Male,70
25C/Std,GD control,16,Male,56
25C/Std,GD control,33,Male,80
25C/Std,GD control,34,Male,72
25C/Std,GD control,35,Male,56
25C/Std,GD control,39,Male,91
25C/Std,GD control,42,Male,84
25C/Std,GD control,43,Male,80
25C/Std,GD control,44,Male,63
25C/Std,GD control,45,Male,63
25C/Std,GD control,46,Male,63
25C/Std,GD control,48,Male,91
25C/Std,GD control,33,Male,56
25C/Std,GD control,34,Male,42
25C/Std,GD control,35,Male,3
25C/Std,GD control,36,Male,1
25C/Std,GD control,37,Male,63
25C/Std,GD control,38,Male,18
25C/Std,GD control,40,Male,32
25C/Std,GD control,41,Male,56
25C/Std,GD control,42,Male,51
25C/Std,GD control,43,Male,3
25C/Std,GD control,44,Male,28
25C/Std,GD control,45,Male,56
25C/Std,GD control,46,Male,11
25C/Std,GD control,47,Male,63
25C/Std,GD control,48,Male,49
25C/Std,GD control,34,Male,63
25C/Std,GD control,35,Male,51
25C/Std,GD control,36,Male,56
25C/Std,GD control,37,Male,65
25C/Std,GD control,38,Male,52
25C/Std,GD control,39,Male,56
25C/Std,GD control,40,Male,66
25C/Std,GD control,41,Male,59
25C/Std,GD control,42,Male,51
25C/Std,GD control,43,Male,77
25C/Std,GD control,45,Male,56
25C/Std,GD control,46,Male,14
25C/Std,GD control,47,Male,63
25C/Std,GD control,48,Male,51
25C/Std,GD control,17,Male,56
25C/Std,GD control,18,Male,60
25C/Std,GD control,19,Male,50
25C/Std,GD control,20,Male,42
25C/Std,GD control,21,Male,35
25C/Std,GD control,22,Male,52
25C/Std,GD control,23,Male,30
25C/Std,GD control,24,Male,63
25C/Std,GD control,25,Male,65
25C/Std,GD control,26,Male,70
25C/Std,GD control,27,Male,99
25C/Std,GD control,29,Male,67
25C/Std,GD control,31,Male,77
25C/Std,GD control,32,Male,53
25C/Std,GD control,18,Male,11
25C/Std,GD control,19,Male,14
25C/Std,GD control,20,Male,7
25C/Std,GD control,21,Male,14
25C/Std,GD control,22,Male,7
25C/Std,GD control,23,Male,7
25C/Std,GD control,25,Male,51
25C/Std,GD control,26,Male,-10
25C/Std,GD control,27,Male,16
25C/Std,GD control,28,Male,21
25C/Std,GD control,29,Male,18
25C/Std,GD control,31,Male,50
25C/Std,GD control,32,Male,28
25C/Std,GD control,17,Male,56
25C/Std,GD control,18,Male,45
25C/Std,GD control,19,Male,16
25C/Std,GD control,21,Male,28
25C/Std,GD control,22,Male,11
25C/Std,GD control,23,Male,22
25C/Std,GD control,24,Male,59
25C/Std,GD control,25,Male,52
25C/Std,GD control,26,Male,10
25C/Std,GD control,28,Male,21
25C/Std,GD control,29,Male,49
25C/Std,GD control,31,Male,60
25C/Std,GD control,32,Male,51
25C/Std,CG7367,1,Female,18
25C/Std,CG7367,2,Female,21
25C/Std,CG7367,3,Female,9
25C/Std,CG7367,4,Female,32
25C/Std,CG7367,5,Female,35
25C/Std,CG7367,6,Female,25
25C/Std,CG7367,7,Female,42
25C/Std,CG7367,8,Female,28
25C/Std,CG7367,9,Female,32
25C/Std,CG7367,10,Female,50
25C/Std,CG7367,11,Female,28
25C/Std,CG7367,12,Female,24
25C/Std,CG7367,13,Female,39
25C/Std,CG7367,14,Female,28
25C/Std,CG7367,15,Female,58
25C/Std,CG7367,16,Female,7
25C/Std,CG7367,1,Female,70
25C/Std,CG7367,2,Female,84
25C/Std,CG7367,3,Female,56
25C/Std,CG7367,4,Female,74
25C/Std,CG7367,5,Female,67
25C/Std,CG7367,6,Female,60
25C/Std,CG7367,7,Female,72
25C/Std,CG7367,8,Female,37
25C/Std,CG7367,9,Female,78
25C/Std,CG7367,11,Female,56
25C/Std,CG7367,12,Female,81
25C/Std,CG7367,13,Female,77
25C/Std,CG7367,14,Female,70
25C/Std,CG7367,15,Female,70
25C/Std,CG7367,1,Female,67
25C/Std,CG7367,2,Female,70
25C/Std,CG7367,3,Female,53
25C/Std,CG7367,4,Female,65
25C/Std,CG7367,5,Female,65
25C/Std,CG7367,6,Female,58
25C/Std,CG7367,7,Female,65
25C/Std,CG7367,9,Female,74
25C/Std,CG7367,10,Female,51
25C/Std,CG7367,11,Female,29
25C/Std,CG7367,12,Female,65
25C/Std,CG7367,13,Female,70
25C/Std,CG7367,14,Female,70
25C/Std,CG7367,15,Female,63
25C/Std,CG7367,16,Female,21
25C/Std,CG7367,33,Female,56
25C/Std,CG7367,34,Female,80
25C/Std,CG7367,35,Female,80
25C/Std,CG7367,36,Female,65
25C/Std,CG7367,37,Female,77
25C/Std,CG7367,38,Female,56
25C/Std,CG7367,39,Female,71
25C/Std,CG7367,40,Female,49
25C/Std,CG7367,41,Female,60
25C/Std,CG7367,42,Female,35
25C/Std,CG7367,46,Female,63
25C/Std,CG7367,47,Female,42
25C/Std,CG7367,48,Female,42
25C/Std,CG7367,33,Female,10
25C/Std,CG7367,34,Female,21
25C/Std,CG7367,35,Female,28
25C/Std,CG7367,36,Female,2
25C/Std,CG7367,37,Female,11
25C/Std,CG7367,38,Female,16
25C/Std,CG7367,39,Female,45
25C/Std,CG7367,40,Female,24
25C/Std,CG7367,41,Female,25
25C/Std,CG7367,42,Female,14
25C/Std,CG7367,44,Female,14
25C/Std,CG7367,45,Female,77
25C/Std,CG7367,46,Female,24
25C/Std,CG7367,47,Female,14
25C/Std,CG7367,33,Female,21
25C/Std,CG7367,34,Female,79
25C/Std,CG7367,35,Female,63
25C/Std,CG7367,36,Female,63
25C/Std,CG7367,37,Female,18
25C/Std,CG7367,38,Female,28
25C/Std,CG7367,39,Female,70
25C/Std,CG7367,40,Female,38
25C/Std,CG7367,41,Female,28
25C/Std,CG7367,42,Female,21
25C/Std,CG7367,44,Female,21
25C/Std,CG7367,45,Female,81
25C/Std,CG7367,46,Female,29
25C/Std,CG7367,47,Female,37
25C/Std,CG7367,48,Female,42
25C/Std,CG7367,17,Female,52
25C/Std,CG7367,18,Female,35
25C/Std,CG7367,19,Female,71
25C/Std,CG7367,20,Female,73
25C/Std,CG7367,21,Female,49
25C/Std,CG7367,22,Female,74
25C/Std,CG7367,23,Female,65
25C/Std,CG7367,24,Female,84
25C/Std,CG7367,25,Female,70
25C/Std,CG7367,27,Female,70
25C/Std,CG7367,28,Female,84
25C/Std,CG7367,29,Female,73
25C/Std,CG7367,30,Female,70
25C/Std,CG7367,31,Female,73
25C/Std,CG7367,32,Female,73
25C/Std,CG7367,17,Female,25
25C/Std,CG7367,18,Female,9
25C/Std,CG7367,19,Female,28
25C/Std,CG7367,20,Female,29
25C/Std,CG7367,21,Female,21
25C/Std,CG7367,22,Female,11
25C/Std,CG7367,23,Female,22
25C/Std,CG7367,24,Female,28
25C/Std,CG7367,25,Female,63
25C/Std,CG7367,26,Female,14
25C/Std,CG7367,27,Female,23
25C/Std,CG7367,28,Female,70
25C/Std,CG7367,29,Female,59
25C/Std,CG7367,30,Female,21
25C/Std,CG7367,31,Female,42
25C/Std,CG7367,32,Female,14
25C/Std,CG7367,17,Female,51
25C/Std,CG7367,18,Female,14
25C/Std,CG7367,19,Female,63
25C/Std,CG7367,20,Female,42
25C/Std,CG7367,21,Female,28
25C/Std,CG7367,22,Female,67
25C/Std,CG7367,23,Female,65
25C/Std,CG7367,24,Female,63
25C/Std,CG7367,25,Female,70
25C/Std,CG7367,26,Female,56
25C/Std,CG7367,27,Female,70
25C/Std,CG7367,28,Female,74
25C/Std,CG7367,29,Female,70
25C/Std,CG7367,30,Female,51
25C/Std,CG7367,31,Female,44
25C/Std,CG7367,32,Female,70
25C/Std,CG7367,1,Male,26
25C/Std,CG7367,4,Male,3
25C/Std,CG7367,5,Male,42
25C/Std,CG7367,6,Male,30
25C/Std,CG7367,7,Male,56
25C/Std,CG7367,8,Male,35
25C/Std,CG7367,9,Male,35
25C/Std,CG7367,10,Male,1
25C/Std,CG7367,11,Male,43
25C/Std,CG7367,12,Male,21
25C/Std,CG7367,13,Male,46
25C/Std,CG7367,14,Male,35
25C/Std,CG7367,15,Male,49
25C/Std,CG7367,16,Male,42
25C/Std,CG7367,1,Male,65
25C/Std,CG7367,2,Male,58
25C/Std,CG7367,3,Male,67
25C/Std,CG7367,4,Male,45
25C/Std,CG7367,5,Male,70
25C/Std,CG7367,6,Male,36
25C/Std,CG7367,7,Male,88
25C/Std,CG7367,8,Male,77
25C/Std,CG7367,9,Male,56
25C/Std,CG7367,10,Male,58
25C/Std,CG7367,11,Male,91
25C/Std,CG7367,12,Male,77
25C/Std,CG7367,13,Male,63
25C/Std,CG7367,14,Male,56
25C/Std,CG7367,15,Male,67
25C/Std,CG7367,1,Male,46
25C/Std,CG7367,2,Male,56
25C/Std,CG7367,3,Male,53
25C/Std,CG7367,4,Male,28
25C/Std,CG7367,5,Male,49
25C/Std,CG7367,6,Male,35
25C/Std,CG7367,7,Male,60
25C/Std,CG7367,8,Male,37
25C/Std,CG7367,9,Male,50
25C/Std,CG7367,10,Male,21
25C/Std,CG7367,11,Male,49
25C/Std,CG7367,12,Male,43
25C/Std,CG7367,13,Male,49
25C/Std,CG7367,14,Male,42
25C/Std,CG7367,15,Male,60
25C/Std,CG7367,16,Male,49
25C/Std,CG7367,33,Male,92
25C/Std,CG7367,35,Male,77
25C/Std,CG7367,36,Male,72
25C/Std,CG7367,37,Male,49
25C/Std,CG7367,38,Male,46
25C/Std,CG7367,39,Male,73
25C/Std,CG7367,40,Male,84
25C/Std,CG7367,41,Male,67
25C/Std,CG7367,42,Male,91
25C/Std,CG7367,44,Male,91
25C/Std,CG7367,45,Male,67
25C/Std,CG7367,46,Male,84
25C/Std,CG7367,47,Male,79
25C/Std,CG7367,34,Male,14
25C/Std,CG7367,35,Male,14
25C/Std,CG7367,36,Male,25
25C/Std,CG7367,37,Male,1
25C/Std,CG7367,38,Male,7
25C/Std,CG7367,39,Male,70
25C/Std,CG7367,40,Male,46
25C/Std,CG7367,41,Male,24
25C/Std,CG7367,42,Male,72
25C/Std,CG7367,44,Male,37
25C/Std,CG7367,45,Male,44
25C/Std,CG7367,46,Male,50
25C/Std,CG7367,48,Male,30
25C/Std,CG7367,33,Male,77
25C/Std,CG7367,34,Male,14
25C/Std,CG7367,35,Male,63
25C/Std,CG7367,36,Male,49
25C/Std,CG7367,37,Male,1
25C/Std,CG7367,38,Male,14
25C/Std,CG7367,41,Male,49
25C/Std,CG7367,42,Male,84
25C/Std,CG7367,45,Male,56
25C/Std,CG7367,46,Male,53
25C/Std,CG7367,47,Male,77
25C/Std,CG7367,48,Male,38
25C/Std,CG7367,17,Male,77
25C/Std,CG7367,18,Male,70
25C/Std,CG7367,20,Male,71
25C/Std,CG7367,21,Male,35
25C/Std,CG7367,23,Male,42
25C/Std,CG7367,24,Male,70
25C/Std,CG7367,25,Male,42
25C/Std,CG7367,26,Male,70
25C/Std,CG7367,27,Male,43
25C/Std,CG7367,28,Male,77
25C/Std,CG7367,29,Male,67
25C/Std,CG7367,30,Male,49
25C/Std,CG7367,31,Male,73
25C/Std,CG7367,32,Male,70
25C/Std,CG7367,17,Male,42
25C/Std,CG7367,18,Male,1
25C/Std,CG7367,19,Male,60
25C/Std,CG7367,20,Male,42
25C/Std,CG7367,21,Male,21
25C/Std,CG7367,22,Male,42
25C/Std,CG7367,23,Male,3
25C/Std,CG7367,24,Male,14
25C/Std,CG7367,25,Male,28
25C/Std,CG7367,26,Male,28
25C/Std,CG7367,27,Male,21
25C/Std,CG7367,28,Male,49
25C/Std,CG7367,30,Male,25
25C/Std,CG7367,31,Male,30
25C/Std,CG7367,32,Male,46
25C/Std,CG7367,17,Male,56
25C/Std,CG7367,18,Male,49
25C/Std,CG7367,19,Male,63
25C/Std,CG7367,20,Male,42
25C/Std,CG7367,21,Male,30
25C/Std,CG7367,22,Male,56
25C/Std,CG7367,24,Male,44
25C/Std,CG7367,25,Male,29
25C/Std,CG7367,26,Male,49
25C/Std,CG7367,28,Male,51
25C/Std,CG7367,29,Male,63
25C/Std,CG7367,30,Male,49
25C/Std,CG7367,31,Male,42
25C/Std,CG7367,32,Male,51
25C/Std,CG8785,1,Female,21
25C/Std,CG8785,2,Female,18
25C/Std,CG8785,3,Female,21
25C/Std,CG8785,4,Female,58
25C/Std,CG8785,5,Female,28
25C/Std,CG8785,6,Female,28
25C/Std,CG8785,7,Female,38
25C/Std,CG8785,8,Female,35
25C/Std,CG8785,9,Female,56
25C/Std,CG8785,10,Female,56
25C/Std,CG8785,11,Female,21
25C/Std,CG8785,12,Female,11
25C/Std,CG8785,13,Female,18
25C/Std,CG8785,14,Female,25
25C/Std,CG8785,15,Female,18
25C/Std,CG8785,16,Female,28
25C/Std,CG8785,1,Female,63
25C/Std,CG8785,2,Female,56
25C/Std,CG8785,3,Female,53
25C/Std,CG8785,4,Female,60
25C/Std,CG8785,5,Female,60
25C/Std,CG8785,6,Female,44
25C/Std,CG8785,7,Female,58
25C/Std,CG8785,8,Female,77
25C/Std,CG8785,9,Female,59
25C/Std,CG8785,10,Female,63
25C/Std,CG8785,11,Female,42
25C/Std,CG8785,12,Female,60
25C/Std,CG8785,13,Female,56
25C/Std,CG8785,15,Female,63
25C/Std,CG8785,16,Female,66
25C/Std,CG8785,1,Female,56
25C/Std,CG8785,2,Female,53
25C/Std,CG8785,3,Female,42
25C/Std,CG8785,4,Female,60
25C/Std,CG8785,6,Female,31
25C/Std,CG8785,7,Female,56
25C/Std,CG8785,8,Female,56
25C/Std,CG8785,9,Female,59
25C/Std,CG8785,10,Female,60
25C/Std,CG8785,12,Female,28
25C/Std,CG8785,13,Female,21
25C/Std,CG8785,14,Female,37
25C/Std,CG8785,15,Female,58
25C/Std,CG8785,16,Female,60
25C/Std,CG8785,33,Female,70
25C/Std,CG8785,34,Female,57
25C/Std,CG8785,37,Female,63
25C/Std,CG8785,38,Female,72
25C/Std,CG8785,39,Female,70
25C/Std,CG8785,40,Female,70
25C/Std,CG8785,41,Female,81
25C/Std,CG8785,42,Female,84
25C/Std,CG8785,43,Female,70
25C/Std,CG8785,44,Female,71
25C/Std,CG8785,45,Female,70
25C/Std,CG8785,47,Female,53
25C/Std,CG8785,48,Female,70
25C/Std,CG8785,33,Female,56
25C/Std,CG8785,34,Female,18
25C/Std,CG8785,35,Female,44
25C/Std,CG8785,37,Female,35
25C/Std,CG8785,38,Female,50
25C/Std,CG8785,39,Female,24
25C/Std,CG8785,40,Female,35
25C/Std,CG8785,41,Female,30
25C/Std,CG8785,42,Female,52
25C/Std,CG8785,43,Female,24
25C/Std,CG8785,44,Female,63
25C/Std,CG8785,45,Female,35
25C/Std,CG8785,46,Female,21
25C/Std,CG8785,47,Female,42
25C/Std,CG8785,48,Female,18
25C/Std,CG8785,33,Female,70
25C/Std,CG8785,34,Female,32
25C/Std,CG8785,35,Female,63
25C/Std,CG8785,37,Female,56
25C/Std,CG8785,38,Female,65
25C/Std,CG8785,39,Female,60
25C/Std,CG8785,40,Female,60
25C/Std,CG8785,41,Female,42
25C/Std,CG8785,42,Female,79
25C/Std,CG8785,43,Female,56
25C/Std,CG8785,44,Female,70
25C/Std,CG8785,45,Female,49
25C/Std,CG8785,46,Female,57
25C/Std,CG8785,47,Female,49
25C/Std,CG8785,48,Female,70
25C/Std,CG8785,17,Female,77
25C/Std,CG8785,18,Female,66
25C/Std,CG8785,19,Female,67
25C/Std,CG8785,20,Female,63
25C/Std,CG8785,21,Female,56
25C/Std,CG8785,22,Female,58
25C/Std,CG8785,23,Female,39
25C/Std,CG8785,24,Female,71
25C/Std,CG8785,25,Female,74
25C/Std,CG8785,26,Female,65
25C/Std,CG8785,27,Female,70
25C/Std,CG8785,28,Female,65
25C/Std,CG8785,29,Female,63
25C/Std,CG8785,30,Female,67
25C/Std,CG8785,31,Female,72
25C/Std,CG8785,17,Female,42
25C/Std,CG8785,18,Female,65
25C/Std,CG8785,19,Female,51
25C/Std,CG8785,20,Female,28
25C/Std,CG8785,21,Female,44
25C/Std,CG8785,22,Female,42
25C/Std,CG8785,23,Female,28
25C/Std,CG8785,24,Female,60
25C/Std,CG8785,25,Female,28
25C/Std,CG8785,26,Female,31
25C/Std,CG8785,27,Female,63
25C/Std,CG8785,28,Female,31
25C/Std,CG8785,29,Female,21
25C/Std,CG8785,30,Female,28
25C/Std,CG8785,31,Female,30
25C/Std,CG8785,32,Female,24
25C/Std,CG8785,17,Female,70
25C/Std,CG8785,18,Female,65
25C/Std,CG8785,19,Female,56
25C/Std,CG8785,20,Female,35
25C/Std,CG8785,21,Female,56
25C/Std,CG8785,22,Female,53
25C/Std,CG8785,23,Female,39
25C/Std,CG8785,25,Female,70
25C/Std,CG8785,26,Female,37
25C/Std,CG8785,27,Female,65
25C/Std,CG8785,28,Female,59
25C/Std,CG8785,29,Female,63
25C/Std,CG8785,30,Female,39
25C/Std,CG8785,31,Female,65
25C/Std,CG8785,32,Female,42
25C/Std,CG8785,1,Male,63
25C/Std,CG8785,2,Male,53
25C/Std,CG8785,3,Male,39
25C/Std,CG8785,5,Male,57
25C/Std,CG8785,6,Male,10
25C/Std,CG8785,7,Male,37
25C/Std,CG8785,8,Male,49
25C/Std,CG8785,9,Male,32
25C/Std,CG8785,10,Male,42
25C/Std,CG8785,12,Male,32
25C/Std,CG8785,13,Male,39
25C/Std,CG8785,14,Male,63
25C/Std,CG8785,15,Male,65
25C/Std,CG8785,16,Male,58
25C/Std,CG8785,1,Male,72
25C/Std,CG8785,2,Male,77
25C/Std,CG8785,3,Male,63
25C/Std,CG8785,5,Male,63
25C/Std,CG8785,6,Male,58
25C/Std,CG8785,7,Male,84
25C/Std,CG8785,8,Male,77
25C/Std,CG8785,9,Male,49
25C/Std,CG8785,10,Male,58
25C/Std,CG8785,11,Male,77
25C/Std,CG8785,12,Male,70
25C/Std,CG8785,13,Male,70
25C/Std,CG8785,14,Male,70
25C/Std,CG8785,15,Male,70
25C/Std,CG8785,16,Male,77
