Line,Sex,Rep,Age,Block,Temperature
26,Male,2,89,1,18C
26,Female,3,41,1,18C
26,Female,3,48,1,18C
26,Female,3,53,1,18C
26,Male,3,53,1,18C
26,Male,3,87,1,18C
26,Male,3,94,1,18C
26,Female,4,46,1,18C
26,Female,4,46,1,18C
26,Female,4,59,1,18C
26,Male,4,70,1,18C
26,Male,4,73,1,18C
26,Male,4,.,1,18C
26,Female,5,45,1,18C
26,Female,5,45,1,18C
26,Female,5,46,1,18C
26,Male,5,66,1,18C
26,Male,5,70,1,18C
26,Male,5,73,1,18C
26,Female,6,27,1,18C
26,Female,6,39,1,18C
26,Female,6,52,1,18C
26,Male,6,31,1,18C
26,Male,6,31,1,18C
26,Male,6,87,1,18C
26,Female,7,56,1,18C
26,Female,7,70,1,18C
26,Female,7,87,1,18C
26,Male,7,44,1,18C
26,Male,7,52,1,18C
26,Male,7,81,1,18C
26,Female,8,45,1,18C
26,Female,8,51,1,18C
26,Female,8,.,1,18C
26,Male,8,53,1,18C
26,Male,8,84,1,18C
26,Male,8,91,1,18C
26,Female,9,24,1,18C
26,Female,9,63,1,18C
26,Female,9,.,1,18C
26,Male,9,22,1,18C
26,Male,9,46,1,18C
26,Male,9,56,1,18C
26,Female,10,49,1,18C
26,Female,10,56,1,18C
26,Female,10,58,1,18C
26,Male,10,53,1,18C
26,Male,10,57,1,18C
26,Male,10,.,1,18C
26,Female,11,57,1,18C
26,Female,11,98,1,18C
26,Female,11,.,1,18C
26,Male,11,62,1,18C
26,Male,11,77,1,18C
26,Male,11,.,1,18C
26,Female,12,.,1,18C
26,Female,12,.,1,18C
26,Female,12,.,1,18C
26,Male,12,.,1,18C
26,Male,12,.,1,18C
26,Male,12,.,1,18C
26,Female,13,31,1,18C
26,Female,13,45,1,18C
26,Female,13,60,1,18C
26,Male,13,53,1,18C
26,Male,13,59,1,18C
26,Male,13,62,1,18C
26,Female,14,.,1,18C
26,Female,14,.,1,18C
26,Female,14,.,1,18C
26,Male,14,.,1,18C
26,Male,14,.,1,18C
26,Male,14,.,1,18C
26,Female,15,46,1,18C
26,Female,15,60,1,18C
26,Female,15,60,1,18C
26,Male,15,56,1,18C
26,Male,15,81,1,18C
26,Male,15,83,1,18C
26,Female,16,46,1,18C
26,Female,16,46,1,18C
26,Female,16,67,1,18C
26,Male,16,49,1,18C
26,Male,16,49,1,18C
26,Male,16,53,1,18C
26,Female,17,21,1,18C
26,Female,17,60,1,18C
26,Female,17,60,1,18C
26,Male,17,60,1,18C
26,Male,17,66,1,18C
26,Male,17,.,1,18C
26,Female,18,63,1,18C
26,Female,18,64,1,18C
26,Female,18,73,1,18C
26,Male,18,71,1,18C
26,Male,18,71,1,18C
26,Male,18,81,1,18C
26,Female,19,37,1,18C
26,Female,19,43,1,18C
26,Female,19,56,1,18C
26,Male,19,43,1,18C
26,Male,19,78,1,18C
26,Male,19,98,1,18C
26,Female,20,57,1,18C
26,Female,20,60,1,18C
26,Female,20,80,1,18C
26,Male,20,57,1,18C
26,Male,20,64,1,18C
26,Male,20,78,1,18C
26,Female,21,43,1,18C
26,Female,21,63,1,18C
26,Female,21,70,1,18C
26,Male,21,64,1,18C
26,Male,21,70,1,18C
26,Male,21,.,1,18C
26,Female,22,39,1,18C
26,Female,22,67,1,18C
26,Female,22,75,1,18C
26,Male,22,96,1,18C
26,Male,22,113,1,18C
26,Male,22,120,1,18C
26,Female,23,46,1,18C
26,Female,23,46,1,18C
26,Female,23,64,1,18C
26,Male,23,46,1,18C
26,Male,23,50,1,18C
26,Male,23,62,1,18C
26,Female,24,81,1,18C
26,Female,24,83,1,18C
26,Female,24,123,1,18C
26,Male,24,61,1,18C
26,Male,24,117,1,18C
26,Male,24,.,1,18C
28,Female,1,123,1,18C
28,Female,1,126,1,18C
28,Female,1,126,1,18C
28,Male,1,78,1,18C
28,Male,1,134,1,18C
28,Male,1,.,1,18C
28,Female,2,116,1,18C
28,Female,2,126,1,18C
28,Female,2,.,1,18C
28,Male,2,50,1,18C
28,Male,2,124,1,18C
28,Male,2,127,1,18C
28,Female,3,22,1,18C
28,Female,3,92,1,18C
28,Female,3,95,1,18C
28,Male,3,54,1,18C
28,Male,3,145,1,18C
28,Male,3,.,1,18C
28,Female,4,39,1,18C
28,Female,4,116,1,18C
28,Female,4,120,1,18C
28,Male,4,97,1,18C
28,Male,4,109,1,18C
28,Male,4,112,1,18C
28,Female,5,102,1,18C
28,Female,5,118,1,18C
28,Female,5,.,1,18C
28,Male,5,12,1,18C
28,Male,5,104,1,18C
28,Male,5,116,1,18C
28,Female,6,68,1,18C
28,Female,6,76,1,18C
28,Female,6,85,1,18C
28,Male,6,18,1,18C
28,Male,6,34,1,18C
28,Male,6,151,1,18C
28,Female,7,44,1,18C
28,Female,7,85,1,18C
28,Female,7,105,1,18C
28,Male,7,87,1,18C
28,Male,7,88,1,18C
28,Male,7,.,1,18C
28,Female,8,112,1,18C
28,Female,8,112,1,18C
28,Female,8,.,1,18C
28,Male,8,119,1,18C
28,Male,8,161,1,18C
28,Male,8,.,1,18C
28,Female,9,37,1,18C
28,Female,9,93,1,18C
28,Female,9,126,1,18C
28,Male,9,32,1,18C
28,Male,9,43,1,18C
28,Male,9,.,1,18C
28,Female,10,.,1,18C
28,Female,10,.,1,18C
28,Female,10,.,1,18C
28,Male,10,.,1,18C
28,Male,10,.,1,18C
28,Male,10,.,1,18C
28,Female,11,94,1,18C
28,Female,11,134,1,18C
28,Female,11,140,1,18C
28,Male,11,93,1,18C
28,Male,11,105,1,18C
28,Male,11,.,1,18C
28,Female,12,119,1,18C
28,Female,12,140,1,18C
28,Female,12,156,1,18C
28,Male,12,42,1,18C
28,Male,12,126,1,18C
28,Male,12,.,1,18C
28,Female,13,25,1,18C
28,Female,13,39,1,18C
28,Female,13,96,1,18C
28,Male,13,69,1,18C
28,Male,13,69,1,18C
28,Male,13,146,1,18C
28,Female,14,98,1,18C
28,Female,14,123,1,18C
28,Female,14,124,1,18C
28,Male,14,111,1,18C
28,Male,14,123,1,18C
28,Male,14,.,1,18C
28,Female,15,81,1,18C
28,Female,15,139,1,18C
28,Female,15,147,1,18C
28,Male,15,43,1,18C
28,Male,15,85,1,18C
28,Male,15,88,1,18C
28,Female,16,83,1,18C
28,Female,16,116,1,18C
28,Female,16,117,1,18C
28,Male,16,5,1,18C
28,Male,16,102,1,18C
28,Male,16,138,1,18C
28,Female,17,102,1,18C
28,Female,17,144,1,18C
28,Female,17,147,1,18C
28,Male,17,88,1,18C
28,Male,17,139,1,18C
28,Male,17,.,1,18C
28,Female,18,5,1,18C
28,Female,18,28,1,18C
28,Female,18,67,1,18C
28,Male,18,53,1,18C
28,Male,18,61,1,18C
28,Male,18,96,1,18C
28,Female,19,.,1,18C
28,Female,19,.,1,18C
28,Female,19,.,1,18C
28,Male,19,.,1,18C
28,Male,19,.,1,18C
28,Male,19,.,1,18C
28,Female,20,112,1,18C
28,Female,20,120,1,18C
28,Female,20,123,1,18C
28,Male,20,92,1,18C
28,Male,20,107,1,18C
28,Male,20,119,1,18C
28,Female,21,36,1,18C
28,Female,21,120,1,18C
28,Female,21,134,1,18C
28,Male,21,119,1,18C
28,Male,21,120,1,18C
28,Male,21,120,1,18C
28,Female,22,112,1,18C
28,Female,22,133,1,18C
28,Female,22,162,1,18C
28,Male,22,127,1,18C
28,Male,22,142,1,18C
28,Male,22,.,1,18C
28,Female,23,7,1,18C
28,Female,23,105,1,18C
28,Female,23,112,1,18C
28,Male,23,84,1,18C
28,Male,23,85,1,18C
28,Male,23,127,1,18C
28,Female,24,46,1,18C
28,Female,24,127,1,18C
28,Female,24,130,1,18C
28,Male,24,128,1,18C
28,Male,24,129,1,18C
28,Male,24,134,1,18C
38,Female,1,21,3,18C
38,Female,1,42,3,18C
38,Female,1,.,3,18C
38,Male,1,42,3,18C
38,Male,1,52,3,18C
38,Male,1,56,3,18C
38,Female,2,43,3,18C
38,Female,2,60,3,18C
38,Female,2,67,3,18C
38,Male,2,56,3,18C
38,Male,2,67,3,18C
38,Male,2,84,3,18C
38,Female,3,49,3,18C
38,Female,3,56,3,18C
38,Female,3,56,3,18C
38,Male,3,49,3,18C
38,Male,3,56,3,18C
38,Male,3,73,3,18C
38,Female,4,70,3,18C
38,Female,4,77,3,18C
38,Female,4,.,3,18C
38,Male,4,35,3,18C
38,Male,4,67,3,18C
38,Male,4,77,3,18C
38,Female,5,72,3,18C
38,Female,5,77,3,18C
38,Female,5,92,3,18C
38,Male,5,72,3,18C
38,Male,5,78,3,18C
38,Male,5,100,3,18C
38,Female,6,49,3,18C
38,Female,6,52,3,18C
38,Female,6,59,3,18C
38,Male,6,70,3,18C
38,Male,6,77,3,18C
38,Male,6,.,3,18C
38,Female,7,67,3,18C
38,Female,7,77,3,18C
38,Female,7,95,3,18C
38,Male,7,43,3,18C
38,Male,7,77,3,18C
38,Male,7,.,3,18C
38,Female,8,51,3,18C
38,Female,8,56,3,18C
38,Female,8,59,3,18C
38,Male,8,50,3,18C
38,Male,8,56,3,18C
38,Male,8,85,3,18C
38,Female,9,45,3,18C
38,Female,9,58,3,18C
38,Female,9,85,3,18C
38,Male,9,50,3,18C
38,Male,9,63,3,18C
38,Male,9,.,3,18C
38,Female,10,60,3,18C
38,Female,10,74,3,18C
38,Female,10,.,3,18C
38,Male,10,48,3,18C
38,Male,10,64,3,18C
38,Male,10,69,3,18C
38,Female,11,67,3,18C
38,Female,11,89,3,18C
38,Female,11,.,3,18C
38,Male,11,69,3,18C
38,Male,11,99,3,18C
38,Male,11,.,3,18C
38,Female,12,46,3,18C
38,Female,12,61,3,18C
38,Female,12,.,3,18C
38,Male,12,57,3,18C
38,Male,12,67,3,18C
38,Male,12,.,3,18C
38,Female,13,57,3,18C
38,Female,13,59,3,18C
38,Female,13,98,3,18C
38,Male,13,1,3,18C
38,Male,13,3,3,18C
38,Male,13,77,3,18C
38,Female,14,28,3,18C
38,Female,14,77,3,18C
38,Female,14,95,3,18C
38,Male,14,31,3,18C
38,Male,14,46,3,18C
38,Male,14,70,3,18C
38,Female,15,10,3,18C
38,Female,15,77,3,18C
38,Female,15,78,3,18C
38,Male,15,77,3,18C
38,Male,15,78,3,18C
38,Male,15,105,3,18C
38,Female,16,49,3,18C
38,Female,16,56,3,18C
38,Female,16,98,3,18C
38,Male,16,71,3,18C
38,Male,16,77,3,18C
38,Male,16,80,3,18C
38,Female,17,24,3,18C
38,Female,17,101,3,18C
38,Female,17,.,3,18C
38,Male,17,45,3,18C
38,Male,17,64,3,18C
38,Male,17,.,3,18C
38,Female,18,57,3,18C
38,Female,18,65,3,18C
38,Female,18,81,3,18C
38,Male,18,91,3,18C
38,Male,18,92,3,18C
38,Male,18,.,3,18C
38,Female,19,46,3,18C
38,Female,19,84,3,18C
38,Female,19,98,3,18C
38,Male,19,91,3,18C
38,Male,19,95,3,18C
38,Male,19,107,3,18C
38,Female,20,79,3,18C
38,Female,20,79,3,18C
38,Female,20,98,3,18C
38,Male,20,77,3,18C
38,Male,20,77,3,18C
38,Male,20,133,3,18C
38,Female,21,79,3,18C
38,Female,21,84,3,18C
38,Female,21,86,3,18C
38,Male,21,84,3,18C
38,Male,21,98,3,18C
38,Male,21,143,3,18C
38,Female,22,49,3,18C
38,Female,22,80,3,18C
38,Female,22,121,3,18C
38,Male,22,57,3,18C
38,Male,22,78,3,18C
38,Male,22,85,3,18C
38,Female,23,36,3,18C
38,Female,23,53,3,18C
38,Female,23,60,3,18C
38,Male,23,46,3,18C
38,Male,23,48,3,18C
38,Male,23,67,3,18C
38,Female,24,53,3,18C
38,Female,24,56,3,18C
38,Female,24,74,3,18C
38,Male,24,59,3,18C
38,Male,24,82,3,18C
38,Male,24,.,3,18C
40,Female,1,42,3,18C
40,Female,1,42,3,18C
40,Female,1,84,3,18C
40,Male,1,38,3,18C
40,Male,1,45,3,18C
40,Male,1,52,3,18C
40,Female,2,56,3,18C
40,Female,2,59,3,18C
40,Female,2,.,3,18C
40,Male,2,35,3,18C
40,Male,2,78,3,18C
40,Male,2,88,3,18C
40,Female,3,42,3,18C
40,Female,3,91,3,18C
40,Female,3,.,3,18C
40,Male,3,42,3,18C
40,Male,3,43,3,18C
40,Male,3,88,3,18C
40,Female,4,98,3,18C
40,Female,4,107,3,18C
40,Female,4,.,3,18C
40,Male,4,51,3,18C
40,Male,4,80,3,18C
40,Male,4,.,3,18C
40,Female,5,45,3,18C
40,Female,5,84,3,18C
40,Female,5,99,3,18C
40,Male,5,42,3,18C
40,Male,5,59,3,18C
40,Male,5,72,3,18C
40,Female,6,49,3,18C
40,Female,6,56,3,18C
40,Female,6,106,3,18C
40,Male,6,35,3,18C
40,Male,6,53,3,18C
40,Male,6,70,3,18C
40,Female,7,43,3,18C
40,Female,7,74,3,18C
40,Female,7,.,3,18C
40,Male,7,63,3,18C
40,Male,7,74,3,18C
40,Male,7,.,3,18C
40,Female,8,25,3,18C
40,Female,8,95,3,18C
40,Female,8,102,3,18C
40,Male,8,52,3,18C
40,Male,8,64,3,18C
40,Male,8,.,3,18C
40,Female,9,77,3,18C
40,Female,9,95,3,18C
40,Female,9,.,3,18C
40,Male,9,44,3,18C
40,Male,9,56,3,18C
40,Male,9,.,3,18C
40,Female,10,49,3,18C
40,Female,10,49,3,18C
40,Female,10,50,3,18C
40,Male,10,56,3,18C
40,Male,10,74,3,18C
40,Male,10,77,3,18C
40,Female,11,44,3,18C
40,Female,11,93,3,18C
40,Female,11,.,3,18C
40,Male,11,51,3,18C
40,Male,11,74,3,18C
40,Male,11,.,3,18C
40,Female,12,63,3,18C
40,Female,12,91,3,18C
40,Female,12,.,3,18C
40,Male,12,1,3,18C
40,Male,12,99,3,18C
40,Male,12,.,3,18C
40,Female,13,36,3,18C
40,Female,13,100,3,18C
40,Female,13,.,3,18C
40,Male,13,46,3,18C
40,Male,13,71,3,18C
40,Male,13,84,3,18C
40,Female,14,14,3,18C
40,Female,14,42,3,18C
40,Female,14,98,3,18C
40,Male,14,43,3,18C
40,Male,14,67,3,18C
40,Male,14,83,3,18C
40,Female,15,39,3,18C
40,Female,15,79,3,18C
40,Female,15,.,3,18C
40,Male,15,53,3,18C
40,Male,15,102,3,18C
40,Male,15,.,3,18C
40,Female,16,41,3,18C
40,Female,16,42,3,18C
40,Female,16,46,3,18C
40,Male,16,39,3,18C
40,Male,16,53,3,18C
40,Male,16,61,3,18C
40,Female,17,47,3,18C
40,Female,17,67,3,18C
40,Female,17,68,3,18C
40,Male,17,56,3,18C
40,Male,17,63,3,18C
40,Male,17,74,3,18C
40,Female,18,11,3,18C
40,Female,18,19,3,18C
40,Female,18,29,3,18C
40,Male,18,62,3,18C
40,Male,18,95,3,18C
40,Male,18,98,3,18C
40,Female,19,34,3,18C
40,Female,19,36,3,18C
40,Female,19,43,3,18C
40,Male,19,57,3,18C
40,Male,19,64,3,18C
40,Male,19,64,3,18C
40,Female,20,4,3,18C
40,Female,20,43,3,18C
40,Female,20,43,3,18C
40,Male,20,53,3,18C
40,Male,20,77,3,18C
40,Male,20,92,3,18C
40,Female,21,8,3,18C
40,Female,21,47,3,18C
40,Female,21,67,3,18C
40,Male,21,69,3,18C
40,Male,21,70,3,18C
40,Male,21,82,3,18C
40,Female,22,7,3,18C
40,Female,22,64,3,18C
40,Female,22,68,3,18C
40,Male,22,71,3,18C
40,Male,22,74,3,18C
40,Male,22,75,3,18C
40,Female,23,14,3,18C
40,Female,23,19,3,18C
40,Female,23,27,3,18C
40,Male,23,54,3,18C
40,Male,23,57,3,18C
40,Male,23,71,3,18C
40,Female,24,22,3,18C
40,Female,24,47,3,18C
40,Female,24,.,3,18C
40,Male,24,71,3,18C
40,Male,24,78,3,18C
40,Male,24,95,3,18C
41,Female,1,14,1,18C
41,Female,1,84,1,18C
41,Female,1,102,1,18C
41,Male,1,74,1,18C
41,Male,1,82,1,18C
41,Male,1,.,1,18C
41,Female,2,103,1,18C
41,Female,2,104,1,18C
41,Female,2,105,1,18C
41,Male,2,74,1,18C
41,Male,2,75,1,18C
41,Male,2,88,1,18C
41,Female,3,6,1,18C
41,Female,3,36,1,18C
41,Female,3,127,1,18C
41,Male,3,74,1,18C
41,Male,3,77,1,18C
41,Male,3,123,1,18C
41,Female,4,62,1,18C
41,Female,4,67,1,18C
41,Female,4,69,1,18C
41,Male,4,18,1,18C
41,Male,4,76,1,18C
41,Male,4,95,1,18C
41,Female,5,68,1,18C
41,Female,5,69,1,18C
41,Female,5,69,1,18C
41,Male,5,46,1,18C
41,Male,5,69,1,18C
41,Male,5,83,1,18C
41,Female,6,54,1,18C
41,Female,6,54,1,18C
41,Female,6,.,1,18C
41,Male,6,41,1,18C
41,Male,6,69,1,18C
41,Male,6,70,1,18C
41,Female,7,77,1,18C
41,Female,7,95,1,18C
41,Female,7,98,1,18C
41,Male,7,28,1,18C
41,Male,7,69,1,18C
41,Male,7,96,1,18C
41,Female,8,42,1,18C
41,Female,8,68,1,18C
41,Female,8,109,1,18C
41,Male,8,56,1,18C
41,Male,8,69,1,18C
41,Male,8,.,1,18C
41,Female,9,30,1,18C
41,Female,9,42,1,18C
41,Female,9,63,1,18C
41,Male,9,42,1,18C
41,Male,9,63,1,18C
41,Male,9,119,1,18C
41,Female,10,88,1,18C
41,Female,10,105,1,18C
41,Female,10,114,1,18C
41,Male,10,43,1,18C
41,Male,10,44,1,18C
41,Male,10,45,1,18C
41,Female,11,.,1,18C
41,Female,11,.,1,18C
41,Female,11,.,1,18C
41,Male,11,.,1,18C
41,Male,11,.,1,18C
41,Male,11,.,1,18C
41,Female,12,.,1,18C
41,Female,12,.,1,18C
41,Female,12,.,1,18C
41,Male,12,.,1,18C
41,Male,12,.,1,18C
41,Male,12,.,1,18C
41,Female,13,84,1,18C
41,Female,13,92,1,18C
41,Female,13,110,1,18C
41,Male,13,12,1,18C
41,Male,13,40,1,18C
41,Male,13,40,1,18C
41,Female,14,82,1,18C
41,Female,14,83,1,18C
41,Female,14,116,1,18C
41,Male,14,69,1,18C
41,Male,14,112,1,18C
41,Male,14,.,1,18C
41,Female,15,85,1,18C
41,Female,15,85,1,18C
41,Female,15,89,1,18C
41,Male,15,64,1,18C
41,Male,15,70,1,18C
41,Male,15,76,1,18C
41,Female,16,12,1,18C
41,Female,16,76,1,18C
41,Female,16,81,1,18C
41,Male,16,46,1,18C
41,Male,16,78,1,18C
41,Male,16,81,1,18C
41,Female,17,39,1,18C
41,Female,17,40,1,18C
41,Female,17,113,1,18C
41,Male,17,41,1,18C
41,Male,17,53,1,18C
41,Male,17,103,1,18C
41,Female,18,5,1,18C
41,Female,18,81,1,18C
41,Female,18,85,1,18C
41,Male,18,36,1,18C
41,Male,18,39,1,18C
41,Male,18,83,1,18C
41,Female,19,82,1,18C
41,Female,19,103,1,18C
41,Female,19,124,1,18C
41,Male,19,67,1,18C
41,Male,19,75,1,18C
41,Male,19,77,1,18C
41,Female,20,98,1,18C
41,Female,20,99,1,18C
41,Female,20,99,1,18C
41,Male,20,33,1,18C
41,Male,20,61,1,18C
41,Male,20,75,1,18C
41,Female,21,85,1,18C
41,Female,21,88,1,18C
41,Female,21,.,1,18C
41,Male,21,32,1,18C
41,Male,21,92,1,18C
41,Male,21,.,1,18C
41,Female,22,73,1,18C
41,Female,22,85,1,18C
41,Female,22,92,1,18C
41,Male,22,42,1,18C
41,Male,22,85,1,18C
41,Male,22,105,1,18C
41,Female,23,51,1,18C
41,Female,23,66,1,18C
41,Female,23,71,1,18C
41,Male,23,7,1,18C
41,Male,23,85,1,18C
41,Male,23,86,1,18C
41,Female,24,3,1,18C
41,Female,24,16,1,18C
41,Female,24,71,1,18C
41,Male,24,63,1,18C
41,Male,24,95,1,18C
41,Male,24,.,1,18C
42,Female,1,63,3,18C
42,Female,1,63,3,18C
42,Female,1,64,3,18C
42,Male,1,42,3,18C
42,Male,1,70,3,18C
42,Male,1,85,3,18C
42,Female,2,7,3,18C
42,Female,2,49,3,18C
42,Female,2,.,3,18C
42,Male,2,28,3,18C
42,Male,2,78,3,18C
42,Male,2,84,3,18C
42,Female,3,36,3,18C
42,Female,3,42,3,18C
42,Female,3,42,3,18C
42,Male,3,37,3,18C
42,Male,3,58,3,18C
42,Male,3,58,3,18C
42,Female,4,59,3,18C
42,Female,4,63,3,18C
42,Female,4,.,3,18C
42,Male,4,59,3,18C
42,Male,4,106,3,18C
42,Male,4,107,3,18C
42,Female,5,42,3,18C
42,Female,5,52,3,18C
42,Female,5,.,3,18C
42,Male,5,35,3,18C
42,Male,5,49,3,18C
42,Male,5,65,3,18C
42,Female,6,56,3,18C
42,Female,6,56,3,18C
42,Female,6,67,3,18C
42,Male,6,52,3,18C
42,Male,6,59,3,18C
42,Male,6,67,3,18C
42,Female,7,98,3,18C
42,Female,7,100,3,18C
42,Female,7,.,3,18C
42,Male,7,80,3,18C
42,Male,7,98,3,18C
42,Male,7,.,3,18C
42,Female,8,45,3,18C
42,Female,8,51,3,18C
42,Female,8,60,3,18C
42,Male,8,63,3,18C
42,Male,8,63,3,18C
42,Male,8,.,3,18C
42,Female,9,46,3,18C
42,Female,9,70,3,18C
42,Female,9,.,3,18C
42,Male,9,95,3,18C
42,Male,9,126,3,18C
42,Male,9,.,3,18C
42,Female,10,46,3,18C
42,Female,10,50,3,18C
42,Female,10,53,3,18C
42,Male,10,60,3,18C
42,Male,10,61,3,18C
42,Male,10,.,3,18C
42,Female,11,57,3,18C
42,Female,11,64,3,18C
42,Female,11,.,3,18C
42,Male,11,81,3,18C
42,Male,11,89,3,18C
42,Male,11,.,3,18C
42,Female,12,42,3,18C
42,Female,12,47,3,18C
42,Female,12,50,3,18C
42,Male,12,19,3,18C
42,Male,12,39,3,18C
42,Male,12,70,3,18C
42,Female,13,16,3,18C
42,Female,13,22,3,18C
42,Female,13,87,3,18C
42,Male,13,38,3,18C
42,Male,13,39,3,18C
42,Male,13,98,3,18C
42,Female,14,95,3,18C
42,Female,14,97,3,18C
42,Female,14,102,3,18C
42,Male,14,87,3,18C
42,Male,14,114,3,18C
42,Male,14,115,3,18C
42,Female,15,95,3,18C
42,Female,15,98,3,18C
42,Female,15,127,3,18C
42,Male,15,49,3,18C
42,Male,15,79,3,18C
42,Male,15,80,3,18C
42,Female,16,67,3,18C
42,Female,16,89,3,18C
42,Female,16,95,3,18C
42,Male,16,41,3,18C
42,Male,16,43,3,18C
42,Male,16,47,3,18C
42,Female,17,53,3,18C
42,Female,17,83,3,18C
42,Female,17,102,3,18C
42,Male,17,11,3,18C
42,Male,17,81,3,18C
42,Male,17,82,3,18C
42,Female,18,53,3,18C
42,Female,18,81,3,18C
42,Female,18,95,3,18C
42,Male,18,26,3,18C
42,Male,18,43,3,18C
42,Male,18,63,3,18C
42,Female,19,78,3,18C
42,Female,19,88,3,18C
42,Female,19,98,3,18C
42,Male,19,34,3,18C
42,Male,19,36,3,18C
42,Male,19,47,3,18C
42,Female,20,63,3,18C
42,Female,20,92,3,18C
42,Female,20,112,3,18C
42,Male,20,32,3,18C
42,Male,20,81,3,18C
42,Male,20,82,3,18C
42,Female,21,60,3,18C
42,Female,21,68,3,18C
42,Female,21,89,3,18C
42,Male,21,11,3,18C
42,Male,21,47,3,18C
42,Male,21,47,3,18C
42,Female,22,54,3,18C
42,Female,22,88,3,18C
42,Female,22,95,3,18C
42,Male,22,6,3,18C
42,Male,22,21,3,18C
42,Male,22,54,3,18C
