Line,Sex,Rep,Age,Block,Temperature
233,Female,9,109,2,18C
233,Male,9,95,2,18C
233,Male,9,109,2,18C
233,Male,9,.,2,18C
233,Female,10,84,2,18C
233,Female,10,98,2,18C
233,Female,10,.,2,18C
233,Male,10,92,2,18C
233,Male,10,95,2,18C
233,Male,10,.,2,18C
233,Female,11,76,2,18C
233,Female,11,88,2,18C
233,Female,11,.,2,18C
233,Male,11,82,2,18C
233,Male,11,88,2,18C
233,Male,11,117,2,18C
233,Female,12,40,2,18C
233,Female,12,67,2,18C
233,Female,12,.,2,18C
233,Male,12,102,2,18C
233,Male,12,118,2,18C
233,Male,12,123,2,18C
233,Female,13,39,2,18C
233,Female,13,87,2,18C
233,Female,13,90,2,18C
233,Male,13,24,2,18C
233,Male,13,136,2,18C
233,Male,13,138,2,18C
233,Female,14,21,2,18C
233,Female,14,53,2,18C
233,Female,14,101,2,18C
233,Male,14,102,2,18C
233,Male,14,108,2,18C
233,Male,14,.,2,18C
233,Female,15,.,2,18C
233,Female,15,.,2,18C
233,Female,15,.,2,18C
233,Male,15,.,2,18C
233,Male,15,.,2,18C
233,Male,15,.,2,18C
233,Female,16,27,2,18C
233,Female,16,101,2,18C
233,Female,16,.,2,18C
233,Male,16,70,2,18C
233,Male,16,116,2,18C
233,Male,16,.,2,18C
233,Female,17,3,2,18C
233,Female,17,33,2,18C
233,Female,17,117,2,18C
233,Male,17,14,2,18C
233,Male,17,129,2,18C
233,Male,17,132,2,18C
233,Female,18,56,2,18C
233,Female,18,63,2,18C
233,Female,18,69,2,18C
233,Male,18,4,2,18C
233,Male,18,5,2,18C
233,Male,18,45,2,18C
233,Female,19,12,2,18C
233,Female,19,70,2,18C
233,Female,19,119,2,18C
233,Male,19,123,2,18C
233,Male,19,123,2,18C
233,Male,19,.,2,18C
233,Female,20,28,2,18C
233,Female,20,108,2,18C
233,Female,20,.,2,18C
233,Male,20,7,2,18C
233,Male,20,11,2,18C
233,Male,20,54,2,18C
233,Female,21,25,2,18C
233,Female,21,73,2,18C
233,Female,21,.,2,18C
233,Male,21,103,2,18C
233,Male,21,124,2,18C
233,Male,21,129,2,18C
233,Female,22,59,2,18C
233,Female,22,77,2,18C
233,Female,22,88,2,18C
233,Male,22,80,2,18C
233,Male,22,129,2,18C
233,Male,22,129,2,18C
233,Female,23,55,2,18C
233,Female,23,84,2,18C
233,Female,23,108,2,18C
233,Male,23,7,2,18C
233,Male,23,14,2,18C
233,Male,23,31,2,18C
233,Female,24,89,2,18C
233,Female,24,91,2,18C
233,Female,24,104,2,18C
233,Male,24,32,2,18C
233,Male,24,89,2,18C
233,Male,24,136,2,18C
235,Female,1,99,2,18C
235,Female,1,133,2,18C
235,Female,1,142,2,18C
235,Male,1,24,2,18C
235,Male,1,45,2,18C
235,Male,1,45,2,18C
235,Female,2,44,2,18C
235,Female,2,77,2,18C
235,Female,2,84,2,18C
235,Male,2,32,2,18C
235,Male,2,52,2,18C
235,Male,2,.,2,18C
235,Female,3,44,2,18C
235,Female,3,105,2,18C
235,Female,3,.,2,18C
235,Male,3,28,2,18C
235,Male,3,49,2,18C
235,Male,3,57,2,18C
235,Female,4,78,2,18C
235,Female,4,107,2,18C
235,Female,4,.,2,18C
235,Male,4,42,2,18C
235,Male,4,46,2,18C
235,Male,4,51,2,18C
235,Female,5,43,2,18C
235,Female,5,57,2,18C
235,Female,5,.,2,18C
235,Male,5,50,2,18C
235,Male,5,59,2,18C
235,Male,5,.,2,18C
235,Female,6,42,2,18C
235,Female,6,73,2,18C
235,Female,6,78,2,18C
235,Male,6,37,2,18C
235,Male,6,38,2,18C
235,Male,6,57,2,18C
235,Female,7,44,2,18C
235,Female,7,49,2,18C
235,Female,7,64,2,18C
235,Male,7,21,2,18C
235,Male,7,43,2,18C
235,Male,7,49,2,18C
235,Female,8,63,2,18C
235,Female,8,64,2,18C
235,Female,8,73,2,18C
235,Male,8,43,2,18C
235,Male,8,44,2,18C
235,Male,8,78,2,18C
235,Female,9,42,2,18C
235,Female,9,50,2,18C
235,Female,9,.,2,18C
235,Male,9,57,2,18C
235,Male,9,64,2,18C
235,Male,9,.,2,18C
235,Female,10,78,2,18C
235,Female,10,91,2,18C
235,Female,10,.,2,18C
235,Male,10,46,2,18C
235,Male,10,70,2,18C
235,Male,10,.,2,18C
235,Female,11,21,2,18C
235,Female,11,51,2,18C
235,Female,11,.,2,18C
235,Male,11,36,2,18C
235,Male,11,42,2,18C
235,Male,11,.,2,18C
235,Female,12,77,2,18C
235,Female,12,93,2,18C
235,Female,12,.,2,18C
235,Male,12,42,2,18C
235,Male,12,57,2,18C
235,Male,12,.,2,18C
235,Female,13,51,2,18C
235,Female,13,53,2,18C
235,Female,13,87,2,18C
235,Male,13,28,2,18C
235,Male,13,29,2,18C
235,Male,13,37,2,18C
235,Female,14,98,2,18C
235,Female,14,105,2,18C
235,Female,14,133,2,18C
235,Male,14,16,2,18C
235,Male,14,28,2,18C
235,Male,14,.,2,18C
235,Female,15,24,2,18C
235,Female,15,107,2,18C
235,Female,15,108,2,18C
235,Male,15,44,2,18C
235,Male,15,49,2,18C
235,Male,15,56,2,18C
235,Female,16,29,2,18C
235,Female,16,39,2,18C
235,Female,16,86,2,18C
235,Male,16,25,2,18C
235,Male,16,30,2,18C
235,Male,16,49,2,18C
235,Female,17,37,2,18C
235,Female,17,50,2,18C
235,Female,17,105,2,18C
235,Male,17,25,2,18C
235,Male,17,105,2,18C
235,Male,17,.,2,18C
235,Female,18,63,2,18C
235,Female,18,142,2,18C
235,Female,18,.,2,18C
235,Male,18,14,2,18C
235,Male,18,38,2,18C
235,Male,18,63,2,18C
235,Female,19,81,2,18C
235,Female,19,105,2,18C
235,Female,19,.,2,18C
235,Male,19,31,2,18C
235,Male,19,45,2,18C
235,Male,19,70,2,18C
235,Female,20,2,2,18C
235,Female,20,63,2,18C
235,Female,20,63,2,18C
235,Male,20,24,2,18C
235,Male,20,25,2,18C
235,Male,20,28,2,18C
235,Female,21,58,2,18C
235,Female,21,70,2,18C
235,Female,21,108,2,18C
235,Male,21,46,2,18C
235,Male,21,53,2,18C
235,Male,21,77,2,18C
235,Female,22,63,2,18C
235,Female,22,98,2,18C
235,Female,22,115,2,18C
235,Male,22,25,2,18C
235,Male,22,58,2,18C
235,Male,22,59,2,18C
235,Female,23,51,2,18C
235,Female,23,52,2,18C
235,Female,23,59,2,18C
235,Male,23,24,2,18C
235,Male,23,53,2,18C
235,Male,23,60,2,18C
235,Female,24,25,2,18C
235,Female,24,147,2,18C
235,Female,24,.,2,18C
235,Male,24,24,2,18C
235,Male,24,24,2,18C
235,Male,24,59,2,18C
237,Female,1,115,2,18C
237,Female,1,138,2,18C
237,Female,1,145,2,18C
237,Male,1,130,2,18C
237,Male,1,138,2,18C
237,Male,1,.,2,18C
237,Female,2,108,2,18C
237,Female,2,150,2,18C
237,Female,2,152,2,18C
237,Male,2,95,2,18C
237,Male,2,115,2,18C
237,Male,2,158,2,18C
237,Female,3,90,2,18C
237,Female,3,96,2,18C
237,Female,3,96,2,18C
237,Male,3,84,2,18C
237,Male,3,164,2,18C
237,Male,3,.,2,18C
237,Female,4,140,2,18C
237,Female,4,148,2,18C
237,Female,4,.,2,18C
237,Male,4,94,2,18C
237,Male,4,112,2,18C
237,Male,4,153,2,18C
237,Female,5,94,2,18C
237,Female,5,115,2,18C
237,Female,5,.,2,18C
237,Male,5,153,2,18C
237,Male,5,158,2,18C
237,Male,5,.,2,18C
237,Female,6,.,2,18C
237,Female,6,.,2,18C
237,Female,6,.,2,18C
237,Male,6,.,2,18C
237,Male,6,.,2,18C
237,Male,6,.,2,18C
237,Female,7,101,2,18C
237,Female,7,130,2,18C
237,Female,7,136,2,18C
237,Male,7,140,2,18C
237,Male,7,151,2,18C
237,Male,7,.,2,18C
237,Female,8,39,2,18C
237,Female,8,80,2,18C
237,Female,8,.,2,18C
237,Male,8,143,2,18C
237,Male,8,143,2,18C
237,Male,8,151,2,18C
237,Female,9,81,2,18C
237,Female,9,108,2,18C
237,Female,9,122,2,18C
237,Male,9,84,2,18C
237,Male,9,90,2,18C
237,Male,9,.,2,18C
237,Female,10,143,2,18C
237,Female,10,145,2,18C
237,Female,10,150,2,18C
237,Male,10,115,2,18C
237,Male,10,115,2,18C
237,Male,10,115,2,18C
237,Female,11,125,2,18C
237,Female,11,143,2,18C
237,Female,11,153,2,18C
237,Male,11,87,2,18C
237,Male,11,150,2,18C
237,Male,11,.,2,18C
237,Female,12,101,2,18C
237,Female,12,122,2,18C
237,Female,12,145,2,18C
237,Male,12,84,2,18C
237,Male,12,96,2,18C
237,Male,12,115,2,18C
237,Female,13,.,2,18C
237,Female,13,.,2,18C
237,Female,13,.,2,18C
237,Male,13,.,2,18C
237,Male,13,.,2,18C
237,Male,13,.,2,18C
237,Female,14,98,2,18C
237,Female,14,108,2,18C
237,Female,14,119,2,18C
237,Male,14,108,2,18C
237,Male,14,122,2,18C
237,Male,14,152,2,18C
237,Female,15,108,2,18C
237,Female,15,115,2,18C
237,Female,15,131,2,18C
237,Male,15,122,2,18C
237,Male,15,131,2,18C
237,Male,15,150,2,18C
237,Female,16,129,2,18C
237,Female,16,131,2,18C
237,Female,16,166,2,18C
237,Male,16,118,2,18C
237,Male,16,129,2,18C
237,Male,16,137,2,18C
237,Female,17,74,2,18C
237,Female,17,151,2,18C
237,Female,17,.,2,18C
237,Male,17,84,2,18C
237,Male,17,108,2,18C
237,Male,17,150,2,18C
237,Female,18,80,2,18C
237,Female,18,132,2,18C
237,Female,18,.,2,18C
237,Male,18,60,2,18C
237,Male,18,109,2,18C
237,Male,18,129,2,18C
237,Female,19,73,2,18C
237,Female,19,108,2,18C
237,Female,19,129,2,18C
237,Male,19,63,2,18C
237,Male,19,108,2,18C
237,Male,19,152,2,18C
237,Female,20,32,2,18C
237,Female,20,40,2,18C
237,Female,20,.,2,18C
237,Male,20,129,2,18C
237,Male,20,143,2,18C
237,Male,20,.,2,18C
237,Female,21,70,2,18C
237,Female,21,108,2,18C
237,Female,21,150,2,18C
237,Male,21,77,2,18C
237,Male,21,151,2,18C
237,Male,21,.,2,18C
237,Female,22,18,2,18C
237,Female,22,140,2,18C
237,Female,22,.,2,18C
237,Male,22,94,2,18C
237,Male,22,150,2,18C
237,Male,22,151,2,18C
237,Female,23,34,2,18C
237,Female,23,101,2,18C
237,Female,23,108,2,18C
237,Male,23,32,2,18C
237,Male,23,33,2,18C
237,Male,23,125,2,18C
237,Female,24,88,2,18C
237,Female,24,125,2,18C
237,Female,24,.,2,18C
237,Male,24,95,2,18C
237,Male,24,151,2,18C
237,Male,24,.,2,18C
239,Female,1,91,2,18C
239,Female,1,101,2,18C
239,Female,1,.,2,18C
239,Male,1,83,2,18C
239,Male,1,97,2,18C
239,Male,1,101,2,18C
239,Female,2,83,2,18C
239,Female,2,84,2,18C
239,Female,2,129,2,18C
239,Male,2,83,2,18C
239,Male,2,84,2,18C
239,Male,2,87,2,18C
239,Female,3,96,2,18C
239,Female,3,101,2,18C
239,Female,3,.,2,18C
239,Male,3,84,2,18C
239,Male,3,101,2,18C
239,Male,3,108,2,18C
239,Female,4,110,2,18C
239,Female,4,112,2,18C
239,Female,4,117,2,18C
239,Male,4,87,2,18C
239,Male,4,94,2,18C
239,Male,4,94,2,18C
239,Female,5,47,2,18C
239,Female,5,84,2,18C
239,Female,5,101,2,18C
239,Male,5,33,2,18C
239,Male,5,56,2,18C
239,Male,5,66,2,18C
239,Female,6,35,2,18C
239,Female,6,74,2,18C
239,Female,6,108,2,18C
239,Male,6,80,2,18C
239,Male,6,104,2,18C
239,Male,6,108,2,18C
239,Female,7,63,2,18C
239,Female,7,89,2,18C
239,Female,7,122,2,18C
239,Male,7,48,2,18C
239,Male,7,76,2,18C
239,Male,7,101,2,18C
239,Female,8,90,2,18C
239,Female,8,101,2,18C
239,Female,8,116,2,18C
239,Male,8,89,2,18C
239,Male,8,94,2,18C
239,Male,8,104,2,18C
239,Female,9,91,2,18C
239,Female,9,91,2,18C
239,Female,9,94,2,18C
239,Male,9,45,2,18C
239,Male,9,94,2,18C
239,Male,9,96,2,18C
239,Female,10,11,2,18C
239,Female,10,88,2,18C
239,Female,10,129,2,18C
239,Male,10,52,2,18C
239,Male,10,76,2,18C
239,Male,10,83,2,18C
239,Female,11,63,2,18C
239,Female,11,87,2,18C
239,Female,11,143,2,18C
239,Male,11,76,2,18C
239,Male,11,101,2,18C
239,Male,11,.,2,18C
239,Female,12,80,2,18C
239,Female,12,115,2,18C
239,Female,12,.,2,18C
239,Male,12,34,2,18C
239,Male,12,34,2,18C
239,Male,12,49,2,18C
239,Female,13,60,2,18C
239,Female,13,60,2,18C
239,Female,13,77,2,18C
239,Male,13,60,2,18C
239,Male,13,63,2,18C
239,Male,13,70,2,18C
239,Female,14,42,2,18C
239,Female,14,83,2,18C
239,Female,14,101,2,18C
239,Male,14,56,2,18C
239,Male,14,95,2,18C
239,Male,14,95,2,18C
239,Female,15,90,2,18C
239,Female,15,102,2,18C
239,Female,15,108,2,18C
239,Male,15,97,2,18C
239,Male,15,101,2,18C
239,Male,15,.,2,18C
239,Female,16,84,2,18C
239,Female,16,87,2,18C
239,Female,16,98,2,18C
239,Male,16,80,2,18C
239,Male,16,97,2,18C
239,Male,16,118,2,18C
239,Female,17,26,2,18C
239,Female,17,109,2,18C
239,Female,17,111,2,18C
239,Male,17,83,2,18C
239,Male,17,101,2,18C
239,Male,17,101,2,18C
239,Female,18,91,2,18C
239,Female,18,108,2,18C
239,Female,18,119,2,18C
239,Male,18,83,2,18C
239,Male,18,96,2,18C
239,Male,18,101,2,18C
239,Female,19,54,2,18C
239,Female,19,89,2,18C
239,Female,19,89,2,18C
239,Male,19,89,2,18C
239,Male,19,89,2,18C
239,Male,19,.,2,18C
239,Female,20,101,2,18C
239,Female,20,101,2,18C
239,Female,20,108,2,18C
239,Male,20,108,2,18C
239,Male,20,108,2,18C
239,Male,20,108,2,18C
239,Female,21,95,2,18C
239,Female,21,98,2,18C
239,Female,21,123,2,18C
239,Male,21,35,2,18C
239,Male,21,70,2,18C
239,Male,21,74,2,18C
239,Female,22,54,2,18C
239,Female,22,67,2,18C
239,Female,22,73,2,18C
239,Male,22,66,2,18C
239,Male,22,70,2,18C
239,Male,22,84,2,18C
239,Female,23,84,2,18C
239,Female,23,129,2,18C
239,Female,23,129,2,18C
239,Male,23,98,2,18C
239,Male,23,108,2,18C
239,Male,23,122,2,18C
239,Female,24,53,2,18C
239,Female,24,83,2,18C
239,Female,24,84,2,18C
239,Male,24,52,2,18C
239,Male,24,67,2,18C
239,Male,24,76,2,18C
256,Female,1,45,2,18C
256,Female,1,101,2,18C
256,Female,1,117,2,18C
256,Male,1,52,2,18C
256,Male,1,82,2,18C
256,Male,1,.,2,18C
256,Female,2,87,2,18C
256,Female,2,88,2,18C
256,Female,2,108,2,18C
256,Male,2,76,2,18C
256,Male,2,80,2,18C
256,Male,2,.,2,18C
256,Female,3,110,2,18C
256,Female,3,119,2,18C
256,Female,3,.,2,18C
256,Male,3,70,2,18C
256,Male,3,108,2,18C
256,Male,3,.,2,18C
256,Female,4,48,2,18C
256,Female,4,105,2,18C
256,Female,4,131,2,18C
256,Male,4,60,2,18C
256,Male,4,96,2,18C
256,Male,4,111,2,18C
256,Female,5,63,2,18C
256,Female,5,94,2,18C
256,Female,5,.,2,18C
256,Male,5,94,2,18C
256,Male,5,97,2,18C
256,Male,5,.,2,18C
256,Female,6,101,2,18C
256,Female,6,108,2,18C
256,Female,6,129,2,18C
256,Male,6,68,2,18C
256,Male,6,74,2,18C
256,Male,6,81,2,18C
256,Female,7,14,2,18C
256,Female,7,31,2,18C
256,Female,7,73,2,18C
256,Male,7,104,2,18C
256,Male,7,104,2,18C
256,Male,7,110,2,18C
256,Female,8,70,2,18C
256,Female,8,79,2,18C
256,Female,8,.,2,18C
256,Male,8,66,2,18C
256,Male,8,70,2,18C
256,Male,8,.,2,18C
256,Female,9,80,2,18C
256,Female,9,98,2,18C
256,Female,9,.,2,18C
256,Male,9,80,2,18C
256,Male,9,84,2,18C
256,Male,9,.,2,18C
256,Female,10,70,2,18C
256,Female,10,77,2,18C
256,Female,10,.,2,18C
256,Male,10,42,2,18C
256,Male,10,91,2,18C
256,Male,10,134,2,18C
256,Female,11,44,2,18C
256,Female,11,84,2,18C
256,Female,11,91,2,18C
256,Male,11,77,2,18C
256,Male,11,93,2,18C
256,Male,11,161,2,18C
256,Female,12,42,2,18C
256,Female,12,123,2,18C
256,Female,12,133,2,18C
256,Male,12,49,2,18C
256,Male,12,78,2,18C
256,Male,12,80,2,18C
256,Female,13,.,2,18C
256,Female,13,.,2,18C
256,Female,13,.,2,18C
256,Male,13,.,2,18C
256,Male,13,.,2,18C
256,Male,13,.,2,18C
256,Female,14,52,2,18C
256,Female,14,70,2,18C
256,Female,14,73,2,18C
256,Male,14,73,2,18C
256,Male,14,110,2,18C
256,Male,14,153,2,18C
256,Female,15,52,2,18C
256,Female,15,88,2,18C
256,Female,15,.,2,18C
256,Male,15,88,2,18C
256,Male,15,111,2,18C
256,Male,15,111,2,18C
256,Female,16,76,2,18C
256,Female,16,101,2,18C
256,Female,16,102,2,18C
256,Male,16,74,2,18C
256,Male,16,77,2,18C
256,Male,16,.,2,18C
256,Female,17,52,2,18C
256,Female,17,60,2,18C
256,Female,17,97,2,18C
256,Male,17,54,2,18C
256,Male,17,90,2,18C
256,Male,17,97,2,18C
256,Female,18,73,2,18C
256,Female,18,76,2,18C
256,Female,18,108,2,18C
256,Male,18,73,2,18C
256,Male,18,75,2,18C
256,Male,18,80,2,18C
256,Female,19,63,2,18C
256,Female,19,68,2,18C
256,Female,19,87,2,18C
256,Male,19,66,2,18C
256,Male,19,117,2,18C
256,Male,19,137,2,18C
256,Female,20,.,2,18C
256,Female,20,.,2,18C
256,Female,20,.,2,18C
256,Male,20,.,2,18C
256,Male,20,.,2,18C
256,Male,20,.,2,18C
256,Female,21,59,2,18C
256,Female,21,63,2,18C
256,Female,21,67,2,18C
256,Male,21,35,2,18C
256,Male,21,91,2,18C
256,Male,21,143,2,18C
256,Female,22,73,2,18C
256,Female,22,102,2,18C
256,Female,22,107,2,18C
256,Male,22,102,2,18C
256,Male,22,105,2,18C
256,Male,22,106,2,18C
256,Female,23,35,2,18C
256,Female,23,84,2,18C
256,Female,23,.,2,18C
256,Male,23,141,2,18C
256,Male,23,142,2,18C
256,Male,23,.,2,18C
256,Female,24,21,2,18C
256,Female,24,65,2,18C
256,Female,24,98,2,18C
256,Male,24,56,2,18C
256,Male,24,56,2,18C
256,Male,24,59,2,18C
280,Female,1,60,2,18C
280,Female,1,60,2,18C
280,Female,1,.,2,18C
280,Male,1,82,2,18C
280,Male,1,104,2,18C
280,Male,1,108,2,18C
280,Female,2,94,2,18C
280,Female,2,97,2,18C
280,Female,2,97,2,18C
280,Male,2,87,2,18C
280,Male,2,88,2,18C
280,Male,2,117,2,18C
280,Female,3,76,2,18C
280,Female,3,83,2,18C
280,Female,3,.,2,18C
280,Male,3,88,2,18C
280,Male,3,89,2,18C
280,Male,3,.,2,18C
280,Female,4,56,2,18C
280,Female,4,91,2,18C
280,Female,4,.,2,18C
280,Male,4,88,2,18C
280,Male,4,96,2,18C
280,Male,4,97,2,18C
280,Female,5,117,2,18C
280,Female,5,138,2,18C
280,Female,5,.,2,18C
280,Male,5,81,2,18C
280,Male,5,94,2,18C
280,Male,5,.,2,18C
280,Female,6,83,2,18C
280,Female,6,87,2,18C
280,Female,6,.,2,18C
280,Male,6,20,2,18C
280,Male,6,62,2,18C
280,Male,6,73,2,18C
280,Female,7,60,2,18C
280,Female,7,66,2,18C
280,Female,7,117,2,18C
280,Male,7,70,2,18C
280,Male,7,80,2,18C
280,Male,7,87,2,18C
280,Female,8,87,2,18C
280,Female,8,87,2,18C
280,Female,8,89,2,18C
280,Male,8,87,2,18C
280,Male,8,87,2,18C
280,Male,8,87,2,18C
280,Female,9,87,2,18C
280,Female,9,87,2,18C
280,Female,9,111,2,18C
280,Male,9,33,2,18C
280,Male,9,84,2,18C
280,Male,9,148,2,18C
280,Female,10,83,2,18C
280,Female,10,83,2,18C
280,Female,10,87,2,18C
280,Male,10,83,2,18C
280,Male,10,83,2,18C
280,Male,10,87,2,18C
280,Female,11,.,2,18C
280,Female,11,.,2,18C
280,Female,11,.,2,18C
280,Male,11,.,2,18C
280,Male,11,.,2,18C
280,Male,11,.,2,18C
280,Female,12,87,2,18C
280,Female,12,90,2,18C
280,Female,12,105,2,18C
280,Male,12,45,2,18C
280,Male,12,87,2,18C
280,Male,12,.,2,18C
280,Female,13,73,2,18C
280,Female,13,80,2,18C
280,Female,13,.,2,18C
280,Male,13,73,2,18C
280,Male,13,88,2,18C
280,Male,13,147,2,18C
280,Female,14,81,2,18C
280,Female,14,89,2,18C
280,Female,14,129,2,18C
280,Male,14,69,2,18C
280,Male,14,77,2,18C
280,Male,14,87,2,18C
280,Female,15,109,2,18C
280,Female,15,115,2,18C
280,Female,15,.,2,18C
280,Male,15,74,2,18C
280,Male,15,89,2,18C
280,Male,15,.,2,18C
280,Female,16,73,2,18C
280,Female,16,96,2,18C
280,Female,16,.,2,18C
280,Male,16,63,2,18C
280,Male,16,150,2,18C
280,Male,16,.,2,18C
280,Female,17,101,2,18C
280,Female,17,101,2,18C
280,Female,17,.,2,18C
280,Male,17,101,2,18C
280,Male,17,105,2,18C
280,Male,17,108,2,18C
280,Female,18,45,2,18C
280,Female,18,77,2,18C
280,Female,18,101,2,18C
280,Male,18,77,2,18C
280,Male,18,88,2,18C
280,Male,18,91,2,18C
280,Female,19,87,2,18C
280,Female,19,94,2,18C
280,Female,19,108,2,18C
280,Male,19,7,2,18C
280,Male,19,53,2,18C
280,Male,19,69,2,18C
280,Female,20,84,2,18C
280,Female,20,101,2,18C
280,Female,20,108,2,18C
280,Male,20,84,2,18C
280,Male,20,87,2,18C
280,Male,20,95,2,18C
280,Female,21,108,2,18C
280,Female,21,122,2,18C
280,Female,21,.,2,18C
280,Male,21,88,2,18C
280,Male,21,123,2,18C
280,Male,21,133,2,18C
280,Female,22,98,2,18C
280,Female,22,108,2,18C
280,Female,22,116,2,18C
280,Male,22,19,2,18C
280,Male,22,87,2,18C
280,Male,22,88,2,18C
280,Female,23,80,2,18C
280,Female,23,80,2,18C
280,Female,23,98,2,18C
280,Male,23,80,2,18C
280,Male,23,80,2,18C
280,Male,23,87,2,18C
280,Female,24,102,2,18C
280,Female,24,108,2,18C
280,Female,24,115,2,18C
280,Male,24,62,2,18C
280,Male,24,87,2,18C
280,Male,24,88,2,18C
287,Female,1,.,2,18C
287,Female,1,.,2,18C
287,Female,1,.,2,18C
287,Male,1,.,2,18C
287,Male,1,.,2,18C
287,Male,1,.,2,18C
287,Female,2,90,2,18C
287,Female,2,90,2,18C
287,Female,2,104,2,18C
287,Male,2,94,2,18C
287,Male,2,97,2,18C
287,Male,2,.,2,18C
287,Female,3,60,2,18C
287,Female,3,60,2,18C
287,Female,3,101,2,18C
287,Male,3,87,2,18C
287,Male,3,94,2,18C
287,Male,3,.,2,18C
287,Female,4,74,2,18C
287,Female,4,77,2,18C
287,Female,4,78,2,18C
287,Male,4,77,2,18C
287,Male,4,80,2,18C
287,Male,4,.,2,18C
287,Female,5,112,2,18C
287,Female,5,112,2,18C
287,Female,5,.,2,18C
287,Male,5,92,2,18C
287,Male,5,93,2,18C
287,Male,5,.,2,18C
287,Female,6,59,2,18C
287,Female,6,84,2,18C
287,Female,6,86,2,18C
287,Male,6,84,2,18C
287,Male,6,85,2,18C
287,Male,6,.,2,18C
287,Female,7,85,2,18C
287,Female,7,86,2,18C
287,Female,7,92,2,18C
287,Male,7,70,2,18C
287,Male,7,88,2,18C
287,Male,7,.,2,18C
287,Female,8,74,2,18C
287,Female,8,87,2,18C
287,Female,8,126,2,18C
287,Male,8,77,2,18C
287,Male,8,77,2,18C
287,Male,8,.,2,18C
287,Female,9,59,2,18C
287,Female,9,63,2,18C
287,Female,9,73,2,18C
287,Male,9,55,2,18C
287,Male,9,59,2,18C
287,Male,9,.,2,18C
287,Female,10,105,2,18C
287,Female,10,109,2,18C
287,Female,10,.,2,18C
287,Male,10,102,2,18C
287,Male,10,108,2,18C
287,Male,10,.,2,18C
287,Female,11,61,2,18C
287,Female,11,66,2,18C
287,Female,11,69,2,18C
287,Male,11,94,2,18C
287,Male,11,117,2,18C
287,Male,11,.,2,18C
287,Female,12,68,2,18C
287,Female,12,70,2,18C
287,Female,12,117,2,18C
287,Male,12,94,2,18C
287,Male,12,94,2,18C
287,Male,12,139,2,18C
287,Female,13,54,2,18C
287,Female,13,95,2,18C
287,Female,13,.,2,18C
287,Male,13,49,2,18C
287,Male,13,88,2,18C
287,Male,13,89,2,18C
287,Female,14,80,2,18C
287,Female,14,101,2,18C
287,Female,14,101,2,18C
287,Male,14,80,2,18C
287,Male,14,96,2,18C
287,Male,14,.,2,18C
287,Female,15,101,2,18C
287,Female,15,110,2,18C
287,Female,15,131,2,18C
287,Male,15,87,2,18C
287,Male,15,94,2,18C
287,Male,15,98,2,18C
287,Female,16,25,2,18C
287,Female,16,100,2,18C
287,Female,16,112,2,18C
287,Male,16,92,2,18C
287,Male,16,95,2,18C
287,Male,16,98,2,18C
287,Female,17,44,2,18C
287,Female,17,85,2,18C
287,Female,17,140,2,18C
287,Male,17,85,2,18C
287,Male,17,86,2,18C
287,Male,17,.,2,18C
287,Female,18,72,2,18C
287,Female,18,77,2,18C
287,Female,18,77,2,18C
287,Male,18,78,2,18C
287,Male,18,106,2,18C
287,Male,18,.,2,18C
287,Female,19,77,2,18C
287,Female,19,84,2,18C
287,Female,19,112,2,18C
287,Male,19,81,2,18C
287,Male,19,84,2,18C
287,Male,19,98,2,18C
287,Female,20,93,2,18C
287,Female,20,98,2,18C
287,Female,20,126,2,18C
287,Male,20,88,2,18C
287,Male,20,99,2,18C
287,Male,20,.,2,18C
287,Female,21,81,2,18C
287,Female,21,83,2,18C
287,Female,21,94,2,18C
287,Male,21,82,2,18C
287,Male,21,83,2,18C
287,Male,21,87,2,18C
287,Female,22,90,2,18C
287,Female,22,109,2,18C
287,Female,22,111,2,18C
287,Male,22,108,2,18C
287,Male,22,108,2,18C
287,Male,22,111,2,18C
287,Female,23,90,2,18C
287,Female,23,91,2,18C
287,Female,23,111,2,18C
287,Male,23,91,2,18C
287,Male,23,91,2,18C
287,Male,23,109,2,18C
287,Female,24,77,2,18C
287,Female,24,96,2,18C
287,Female,24,111,2,18C
287,Male,24,81,2,18C
287,Male,24,88,2,18C
287,Male,24,103,2,18C
301,Female,1,18,1,18C
301,Female,1,68,1,18C
301,Female,1,102,1,18C
301,Male,1,130,1,18C
301,Male,1,151,1,18C
301,Male,1,.,1,18C
301,Female,2,7,1,18C
301,Female,2,18,1,18C
301,Female,2,69,1,18C
301,Male,2,7,1,18C
301,Male,2,126,1,18C
301,Male,2,.,1,18C
301,Female,3,14,1,18C
301,Female,3,67,1,18C
301,Female,3,90,1,18C
301,Male,3,123,1,18C
301,Male,3,123,1,18C
301,Male,3,.,1,18C
301,Female,4,80,1,18C
301,Female,4,101,1,18C
301,Female,4,115,1,18C
301,Male,4,116,1,18C
301,Male,4,133,1,18C
301,Male,4,159,1,18C
301,Female,5,75,1,18C
301,Female,5,101,1,18C
301,Female,5,115,1,18C
301,Male,5,94,1,18C
301,Male,5,136,1,18C
301,Male,5,.,1,18C
301,Female,6,109,1,18C
301,Female,6,109,1,18C
301,Female,6,111,1,18C
301,Male,6,96,1,18C
301,Male,6,111,1,18C
301,Male,6,.,1,18C
301,Female,7,52,1,18C
301,Female,7,73,1,18C
301,Female,7,101,1,18C
301,Male,7,115,1,18C
